microsecondsSinceGpsEpoch, sunObserverDistanceCorrection, sunObserverDopplerFactor
9.43405215E14, 1.0273605941310553, 0.9999872124888978
9.43405274999968E14, 1.0273573672793583, 0.9999870249510457
9.43405335000032E14, 1.027354100737873, 0.999986895498362
9.43405395000032E14, 1.0273508091242203, 0.9999868246317567
9.43405455E14, 1.0273475071448064, 0.9999868126139009
9.43405515E14, 1.027344209543958, 0.9999868594694947
9.43405575E14, 1.0273409310422008, 0.9999869649859279
9.43405635E14, 1.027337686277029, 0.999987128714897
9.43405695E14, 1.0273344897441845, 0.9999873499748436
9.43405755E14, 1.027331355739645, 0.9999876278541773
9.43405815E14, 1.027328298302516, 0.9999879612152539
9.43405875E14, 1.0273253311590178, 0.9999883486990753
9.43405934999968E14, 1.0273224676677335, 0.9999887887306839
9.43405994999968E14, 1.0273197207662965, 0.9999892795252252
9.43406055000032E14, 1.0273171029179757, 0.9999898190950343
9.43406115E14, 1.0273146260686614, 0.9999904052554899
9.43406175E14, 1.0273123015882895, 0.9999910356351354
9.43406235E14, 1.0273101402319982, 0.9999917076828084
9.43406295E14, 1.0273081520945821, 0.9999924186771246
9.43406355E14, 1.027306346569108, 0.9999931657362007
9.43406415E14, 1.027304732308044, 0.9999939458279574
9.43406475E14, 1.027303317187036, 0.9999947557810009
9.43406535E14, 1.0273021082714857, 0.999995592296078
9.43406595E14, 1.027301111786059, 0.9999964519581003
9.43406654999968E14, 1.027300333087284, 0.9999973312487319
9.43406715000032E14, 1.027299776639057, 0.9999982265601342
9.43406775E14, 1.0272994459931504, 0.9999991342062294
9.43406835E14, 1.0272993437696167, 1.0000000504404996
9.43406895E14, 1.0272994716446862, 1.0000009714682736
9.43406955E14, 1.0272998303403051, 1.0000018934624562
9.43407015E14, 1.0273004196179472, 1.0000028125790694
9.43407075E14, 1.0273012382763613, 1.0000037249731506
9.43407135E14, 1.0273022841533352, 1.0000046268149445
9.43407195E14, 1.0273035541315256, 1.0000055143063165
9.43407255E14, 1.0273050441484266, 1.0000063836973123
9.43407314999968E14, 1.027306749210476, 1.0000072313027728
9.43407375000032E14, 1.0273086634126782, 1.0000080535194513
9.43407435E14, 1.0273107799557268, 1.0000088468402641
9.43407495E14, 1.0273130911801978, 1.0000096078737961
9.43407555E14, 1.0273155885920509, 1.0000103333579173
9.43407615E14, 1.0273182628982507, 1.0000110201757246
9.43407675E14, 1.0273211040449666, 1.0000116653703532
9.43407735E14, 1.0273241012593892, 1.0000122661591082
9.43407795E14, 1.027327243094999, 1.0000128199468197
9.43407855E14, 1.0273305174800733, 1.0000133243383171
9.43407915E14, 1.0273339117691989, 1.0000137771499407
9.43407974999968E14, 1.0273374127975443, 1.0000141764200008
9.43408035000032E14, 1.0273410069400464, 1.0000145204183342
9.43408095000032E14, 1.0273446801606616, 1.0000148076535826
9.43408155E14, 1.0273484180876844, 1.000015036881517
9.43408215E14, 1.0273522060665858, 1.000015207109752
9.43408275E14, 1.027356029226091, 1.0000153176023843
9.43408335E14, 1.0273598725428088, 1.0000153678830852
9.43408395E14, 1.0273637209064848, 1.0000153577368927
9.43408455E14, 1.0273675591855362, 1.0000152872107162
9.43408515E14, 1.0273713722925657, 1.0000151566125741
9.43408575E14, 1.0273751452495261, 1.000014966509593
9.43408634999968E14, 1.027378863252238, 1.0000147177248053
9.43408694999968E14, 1.0273825117339663, 1.0000144113327896
9.43408755000032E14, 1.0273860764301197, 1.0000140486539368
9.43408815E14, 1.0273895434295925, 1.0000136312489352
9.43408875E14, 1.0273928992482055, 1.0000131609097764
9.43408935E14, 1.0273961308761566, 1.0000126396522129
9.43408995E14, 1.027399225835296, 1.0000120697061636
9.43409055E14, 1.0274021722315236, 1.0000114535055102
9.43409115E14, 1.027404958804538, 1.000010793677112
9.43409175E14, 1.0274075749747429, 1.0000100930291
9.43409235E14, 1.027410010887142, 1.0000093545384965
9.43409295E14, 1.0274122574520532, 1.000008581338217
9.43409354999968E14, 1.0274143063824968, 1.000007776703503
9.43409415000032E14, 1.02741615022929, 1.0000069440372712
9.43409475E14, 1.0274177824065742, 1.0000060868578144
9.43409535E14, 1.0274191972258842, 1.0000052087804776
9.43409595E14, 1.0274203899138994, 1.0000043135045418
9.43409655E14, 1.0274213566327135, 1.0000034047970274
9.43409715E14, 1.0274220944948387, 1.0000024864767934
9.43409775E14, 1.027422601574198, 1.0000015623984322
9.43409835E14, 1.0274228769130636, 1.0000006364360317
9.43409895E14, 1.0274229205249077, 0.9999997124668588
9.43409955E14, 1.0274227333931663, 0.9999987943550382
9.43410014999968E14, 1.0274223174659007, 0.9999978859352896
9.43410075000032E14, 1.0274216756459102, 0.9999969909962072
9.43410135E14, 1.0274208117791837, 0.9999961132667328
9.43410195E14, 1.0274197306349402, 0.9999952563969166
9.43410255E14, 1.0274184378859554, 0.9999944239450557
9.43410315E14, 1.0274169400831719, 0.9999936193622511
9.43410375E14, 1.027415244627015, 0.9999928459780815
9.43410435E14, 1.027413359735185, 0.9999921069868603
9.43410495E14, 1.027411294407089, 0.9999914054345445
9.43410555E14, 1.0274090583850772, 0.9999907442063628
9.43410615E14, 1.027406662112682, 0.9999901260152184
9.43410674999968E14, 1.027404116690056, 0.9999895533909221
9.43410735000032E14, 1.0274014338249793, 0.9999890286699663
9.43410795000032E14, 1.0273986257906436, 0.9999885539879242
9.43410855E14, 1.0273957053632117, 0.9999881312693045
9.43410915E14, 1.027392685775413, 0.9999877622219298
9.43410975E14, 1.027389580659625, 0.9999874483304864
9.43411035E14, 1.0273864039913199, 0.999987190851432
9.43411095E14, 1.0273831700313643, 0.9999869908088895
9.43411155E14, 1.0273798932674132, 0.9999868489915205
9.43411215E14, 1.0273765883546502, 0.9999867659503625
9.43411275E14, 1.0273732700561073, 0.9999867419976103
9.43411334999968E14, 1.0273699531827971, 0.9999867772063161
9.43411394999968E14, 1.0273666525338871, 0.9999868714109795
9.43411455000032E14, 1.0273633828349527, 0.9999870242091191
9.43411515E14, 1.0273601586876278, 0.9999872349630989
9.43411575E14, 1.0273569944980083, 0.9999875028038137
9.43411635E14, 1.0273539044278979, 0.9999878266341471
9.43411695E14, 1.0273509023360925, 0.9999882051336163
9.43411755E14, 1.0273480017231111, 0.9999886367636323
9.43411815E14, 1.0273452156773286, 0.9999891197734366
9.43411875E14, 1.0273425568226766, 0.999989652206691
9.43411935E14, 1.0273400372680856, 0.9999902319086998
9.43411995E14, 1.027337668558807, 0.9999908565342512
9.43412054999968E14, 1.0273354616297863, 0.9999915235560646
9.43412115000032E14, 1.0273334267599197, 0.9999922302743219
9.43412175E14, 1.0273315735353028, 0.9999929738243831
9.43412235E14, 1.0273299108014233, 0.9999937511898558
9.43412295E14, 1.0273284466317698, 0.9999945592115344
9.43412355E14, 1.0273271882922173, 0.9999953945992516
9.43412415E14, 1.0273261422097508, 0.9999962539438472
9.43412475E14, 1.0273253139442637, 0.9999971337297081
9.43412535E14, 1.0273247081635575, 0.9999980303478697
9.43412595E14, 1.02732432862169, 0.9999989401096647
9.43412655E14, 1.027324178140799, 0.9999998592608978
9.43412714999968E14, 1.0273242585965328, 1.0000007839965213
9.43412775000032E14, 1.0273245709074976, 1.0000017104763956
9.43412835E14, 1.0273251150272589, 1.0000026348383644
9.43412895E14, 1.0273258899425302, 1.000003553217917
9.43412955E14, 1.0273268936734494, 1.0000044617619421
9.43413015E14, 1.027328123278756, 1.0000053566458267
9.43413075E14, 1.0273295748649836, 1.000006234090094
9.43413135E14, 1.0273312435998205, 1.000007090377115
9.43413195E14, 1.0273331237296583, 1.000007921867796
9.43413255E14, 1.0273352086012892, 1.0000087250181464
9.43413315E14, 1.0273374906877435, 1.0000094963956179
9.43413374999968E14, 1.0273399616181627, 1.0000102326951077
9.43413435000032E14, 1.0273426122134621, 1.0000109307549718
9.43413495000032E14, 1.0273454325167704, 1.0000115875701798
9.43413555E14, 1.0273484118454386, 1.0000122003094651
9.43413615E14, 1.0273515388288839, 1.0000127663269958
9.43413675E14, 1.027354801458438, 1.0000132831755615
9.43413735E14, 1.0273581871385489, 1.0000137486183216
9.43413795E14, 1.0273616827407963, 1.0000141606395143
9.43413855E14, 1.027365274660452, 1.0000145174540531
9.43413915E14, 1.0273689488753075, 1.0000148175159507
9.43413975E14, 1.027372691006457, 1.0000150595255182
9.43414034999968E14, 1.0273764863807295, 1.000015242435303
9.43414094999968E14, 1.027380320094455, 1.000015365454741
9.43414155000032E14, 1.0273841770808219, 1.0000154280535265
9.43414215E14, 1.0273880421649635, 1.0000154299635335
9.43414275E14, 1.0273919001452914, 1.000015371179821
9.43414335E14, 1.0273957358489938, 1.0000152519599017
9.43414395E14, 1.0273995342001583, 1.0000150728220374
9.43414455E14, 1.0274032802847368, 1.0000148345422566
9.43414515E14, 1.0274069594146082, 1.0000145381502066
9.43414575E14, 1.0274105571904728, 1.0000141849238815
9.43414635E14, 1.0274140595632903, 1.0000137763832802
9.43414695E14, 1.0274174528940023, 1.0000133142830472
9.43414754999968E14, 1.0274207240112987, 1.0000128006041513
9.43414815000032E14, 1.02742386026924, 1.0000122375442675
9.43414875E14, 1.0274268495920846, 1.0000116275092437
9.43414935E14, 1.0274296805374543, 1.000010973099966
9.43414995E14, 1.0274323423355374, 1.0000102771022268
9.43415055E14, 1.0274348249359666, 1.0000095424740703
9.43415115E14, 1.02743711904938, 1.0000087723328612
9.43415175E14, 1.0274392161856865, 1.0000079699417734
9.43415235E14, 1.0274411086888626, 1.0000071386957419
9.43415295E14, 1.027442789768183, 1.0000062821069358
9.43415355E14, 1.027444253525748, 1.000005403789796
9.43415414999968E14, 1.0274454949802225, 1.000004507445695
9.43415475000032E14, 1.027446510087282, 1.0000035968466527
9.43415535E14, 1.0274472957529304, 1.0000026758218505
9.43415595E14, 1.0274478498494497, 1.000001748237809
9.43415655E14, 1.0274481712203096, 1.000000817984518
9.43415715E14, 1.0274482596846146, 0.9999998889584346
9.43415775E14, 1.0274481160366762, 0.9999989650460667
9.43415835E14, 1.0274477420414694, 0.9999980501076036
9.43415895E14, 1.027447140426001, 0.9999971479606684
9.43415955E14, 1.0274463148666186, 0.9999962623642658
9.43416015E14, 1.0274452699723304, 0.999995397003002
9.43416074999968E14, 1.0274440112642063, 0.9999945554716541
9.43416135000032E14, 1.0274425451499078, 0.999993741259629
9.43416195000032E14, 1.0274408788996472, 0.9999929577386263
9.43416255E14, 1.027439020608593, 0.9999922081454307
9.43416315E14, 1.0274369791655777, 0.999991495570834
9.43416375E14, 1.027434764213848, 0.9999908229465081
9.43416435E14, 1.0274323861096768, 0.9999901930332038
9.43416495E14, 1.027429855878124, 0.9999896084097761
9.43416555E14, 1.0274271851661607, 0.9999890714630822
9.43416615E14, 1.027424386193378, 0.9999885843787929
9.43416675E14, 1.0274214717005181, 0.9999881491331473
9.43416734999968E14, 1.0274184548960665, 0.9999877674856779
9.43416794999968E14, 1.027415349401148, 0.9999874409729177
9.43416855000032E14, 1.027412169190821, 0.999987170902938
9.43416915E14, 1.027408928544914, 0.9999869583517246
9.43416975E14, 1.0274056419765116, 0.9999868041587638
9.43417035E14, 1.0274023241810413, 0.9999867089254482
9.43417095E14, 1.027398989974288, 0.9999866730134681
9.43417155E14, 1.027395654232286, 0.9999866965443303
9.43417215E14, 1.0273923318312062, 0.9999867793997707
9.43417275E14, 1.0273890375874584, 0.9999869212230355
9.43417335E14, 1.0273857861982212, 0.9999871214209944
9.43417395E14, 1.027382592182607, 0.9999873791670556
9.43417454999968E14, 1.0273794698236507, 0.9999876934048474
9.43417515000032E14, 1.027376433109319, 0.9999880628529041
9.43417575E14, 1.0273734956848066, 0.999988486008766
9.43417635E14, 1.0273706707858836, 0.9999889611562761
9.43417695E14, 1.0273679711942363, 0.9999894863710957
9.43417755E14, 1.0273654091842248, 0.9999900595280422
9.43417815E14, 1.0273629964735727, 0.9999906783088242
9.43417875E14, 1.0273607441760748, 0.9999913402103887
9.43417935E14, 1.0273586627564653, 0.9999920425538732
9.43417995E14, 1.0273567619876187, 0.9999927824941555
9.43418055E14, 1.0273550509102112, 0.9999935570299988
9.43418114999968E14, 1.0273535377949925, 0.9999943630147884
9.43418175000032E14, 1.0273522301070237, 0.9999951971684253
9.43418235E14, 1.0273511344769928, 0.9999960560869814
9.43418295E14, 1.0273502566669452, 0.9999969362585499
9.43418355E14, 1.027349601548132, 0.9999978340740863
9.43418415E14, 1.0273491730775974, 0.9999987458415778
9.43418475E14, 1.02734897427918, 0.999999667800199
9.43418535E14, 1.027349007228126, 1.00000059613498
9.43418595E14, 1.0273492730394191, 1.0000015269919507
9.43418655E14, 1.0273497718599596, 1.0000024564937193
9.43418715E14, 1.027350502864681, 1.0000033807554376
9.43418774999968E14, 1.0273514642567039, 1.0000042959010844
9.43418835000032E14, 1.027352653272466, 1.0000051980806075
9.43418895000032E14, 1.0273540661867941, 1.0000060834842266
9.43418955E14, 1.0273556983303056, 1.0000069483628709
9.43419015E14, 1.0273575441031852, 1.000007789042547
9.43419075E14, 1.027359596996916, 1.0000086019416414
9.43419135E14, 1.0273618496194428, 1.000009383587404
9.43419195E14, 1.0273642937244258, 1.0000101306321096
9.43419255E14, 1.0273669202444904, 1.0000108398687917
9.43419315E14, 1.0273697193283498, 1.0000115082464334
9.43419375E14, 1.0273726803816572, 1.0000121328845097
9.43419434999968E14, 1.0273757921114046, 1.0000127110867754
9.43419494999968E14, 1.0273790425736797, 1.000013240354198
9.43419555000032E14, 1.0273824192268428, 1.0000137183972457
9.43419615E14, 1.0273859089761386, 1.0000141431455964
9.43419675E14, 1.0273894982436622, 1.0000145127599112
9.43419735E14, 1.0273931730180597, 1.0000148256391967
9.43419795E14, 1.0273969189174712, 1.0000150804286052
9.43419855E14, 1.0274007212519567, 1.0000152760256333
9.43419915E14, 1.0274045650873227, 1.0000154115850344
9.43419975E14, 1.027408435310016, 1.000015486522428
9.43420035E14, 1.0274123166927613, 1.0000155005166018
9.43420095E14, 1.0274161939606226, 1.0000154535105137
9.43420154999968E14, 1.0274200518571468, 1.000015345711012
9.43420215000032E14, 1.0274238752128415, 1.000015177587167
9.43420275E14, 1.0274276490003305, 1.0000149498680064
9.43420335E14, 1.0274313584143073, 1.0000146635378997
9.43420395E14, 1.0274349889246723, 1.0000143198318985
9.43420455E14, 1.027438526341138, 1.0000139202294898
9.43420515E14, 1.0274419568735857, 1.00001346644741
9.43420575E14, 1.0274452671905006, 1.000012960431486
9.43420635E14, 1.0274484444752565, 1.0000124043475536
9.43420695E14, 1.0274514764800138, 1.000011800571515
9.43420755E14, 1.027454351577029, 1.0000111516785857
9.43420814999968E14, 1.0274570588071792, 1.0000104604317865
9.43420875000032E14, 1.0274595879271493, 1.0000097297692339
9.43420935E14, 1.0274619294451874, 1.0000089627932662
9.43420995E14, 1.0274640746704042, 1.000008162754045
9.43421055E14, 1.0274660157415525, 1.0000073330374848
9.43421115E14, 1.0274677456608865, 1.0000064771502726
9.43421175E14, 1.0274692583225886, 1.0000055987049168
9.43421235E14, 1.027470548537393, 1.000004701404402
9.43421295E14, 1.027471612053316, 1.0000037890265006
9.43421355E14, 1.02747244557243, 1.0000028654077975
9.43421415E14, 1.0274730467635873, 1.0000019344274875
9.43421474999968E14, 1.0274734142710698, 1.0000009999910053
9.43421535000032E14, 1.0274735477191235, 1.0000000660129256
9.43421595000032E14, 1.0274734477121497, 0.9999991364029598
9.43421655E14, 1.027473115831487, 0.9999982150457183
9.43421715E14, 1.0274725546270236, 0.9999973057868529
9.43421775E14, 1.0274717676054126, 0.9999964124162449
9.43421835E14, 1.0274707592140804, 0.9999955386520818
9.43421895E14, 1.0274695348212886, 0.99999468812527
9.43421955E14, 1.0274681006923363, 0.9999938643642653
9.43422015E14, 1.0274664639620108, 0.9999930707803932
9.43422075E14, 1.0274646326034393, 0.9999923106537374
9.43422134999968E14, 1.027462615393472, 0.9999915871196643
9.43422194999968E14, 1.0274604218747825, 0.9999909031560537
9.43422255000032E14, 1.0274580623132232, 0.9999902615708784
9.43422315E14, 1.0274555476603622, 0.9999896649927152
9.43422375E14, 1.0274528894973756, 0.9999891158578476
9.43422435E14, 1.0274500999922103, 0.9999886164026162
9.43422495E14, 1.0274471918467558, 0.9999881686545168
9.43422555E14, 1.0274441782435542, 0.9999877744247119
9.43422615E14, 1.0274410727907615, 0.9999874353015282
9.43422675E14, 1.0274378894656058, 0.9999871526449473
9.43422735E14, 1.0274346425566054, 0.9999869275820914
9.43422795E14, 1.02743134660477, 0.9999867610036965
9.43422854999968E14, 1.027428016344058, 0.9999866535615602
9.43422915000032E14, 1.0274246666390614, 0.9999866056669319
9.43422975E14, 1.027421312433664, 0.9999866174899356
9.43423035E14, 1.0274179686771547, 0.9999866889596151
9.43423095E14, 1.0274146502729888, 0.9999868197652122
9.43423155E14, 1.0274113720167155, 0.9999870093580662
9.43423215E14, 1.0274081485367332, 0.9999872569543723
9.43423275E14, 1.027404994235841, 0.999987561538716
9.43423335E14, 1.0274019232337666, 0.9999879218683511
9.43423395E14, 1.027398949310865, 0.9999883364781927
9.43423455E14, 1.0273960858531543, 0.9999888036865008
9.43423514999968E14, 1.0273933457988567, 0.9999893216012277
9.43423575000032E14, 1.0273907415849284, 0.9999898881274103
9.43423635E14, 1.0273882851040033, 0.9999905009732445
9.43423695E14, 1.027385987645955, 0.9999911576606129
9.43423755E14, 1.02738385985917, 0.9999918555324543
9.43423815E14, 1.027381911705247, 0.9999925917625901
9.43423875E14, 1.0273801524179234, 0.999993363365788
9.43423935E14, 1.027378590464615, 0.9999941672084253
9.43423995E14, 1.0273772335106863, 0.999995000019748
9.43424055E14, 1.027376088386619, 0.9999958584037244
9.43424115E14, 1.0273751610582225, 0.9999967388514864
9.43424174999968E14, 1.0273744566000231, 0.9999976377543499
9.43424235000032E14, 1.0273739791717427, 0.9999985514180201
9.43424295000032E14, 1.0273737319996155, 0.9999994760742658
9.43424355E14, 1.0273737173582465, 1.0000004078992573
9.43424415E14, 1.0273739365595609, 1.0000013430262706
9.43424475E14, 1.0273743899437637, 1.00000227756189
9.43424535E14, 1.0273750768746421, 1.0000032076020022
9.43424595E14, 1.0273759957389137, 1.0000041292481252
9.43424655E14, 1.0273771439496917, 1.0000050386240094
9.43424715E14, 1.0273785179541266, 1.0000059318924264
9.43424775E14, 1.02738011324526, 1.0000068052720659
9.43424834999968E14, 1.0273819243781184, 1.000007655054442
9.43424894999968E14, 1.027383944990016, 1.0000084776207105
9.43424955000032E14, 1.02738616782661, 1.0000092694588132
9.43425015E14, 1.0273885847644275, 1.0000100271776922
9.43425075E14, 1.0273911868524734, 1.000010747526386
9.43425135E14, 1.027393964342978, 1.0000114274072607
9.43425195E14, 1.027396906733179, 1.0000120638912955
9.43425255E14, 1.02740000280928, 1.0000126542320844
9.43425315E14, 1.0274032406938123, 1.0000131958789955
9.43425375E14, 1.0274066078961843, 1.000013686489393
9.43425435E14, 1.027410091366166, 1.0000141239398375
9.43425495E14, 1.0274136775500469, 1.000014506336187
9.43425554999968E14, 1.0274173524491763, 1.0000148320225344
9.43425615000032E14, 1.0274211016831425, 1.0000150995890884
9.43425675E14, 1.027424910542073, 1.0000153078779555
9.43425735E14, 1.027428764065615, 1.0000154559893917
9.43425795E14, 1.0274326470979294, 1.0000155432849127
9.43425855E14, 1.027436544356002, 1.00001556939005
9.43425915E14, 1.027440440495944, 1.0000155341956032
9.43425975E14, 1.0274443201794514, 1.0000154378576014
9.43426035E14, 1.0274481681400933, 1.0000152807960032
9.43426095E14, 1.0274519692491288, 1.0000150636921634
9.43426155E14, 1.0274557085805403, 1.0000147874851089
9.43426214999968E14, 1.0274593714749933, 1.0000144533666702
9.43426275000032E14, 1.0274629436048042, 1.0000140627752347
9.43426335E14, 1.027466411025402, 1.000013617389824
9.43426395E14, 1.0274697602488192, 1.0000131191205226
9.43426455E14, 1.027472978291027, 1.0000125701005562
9.43426515E14, 1.0274760527290054, 1.000011972676239
9.43426575E14, 1.0274789717528243, 1.000011329396339
9.43426635E14, 1.0274817242149712, 1.0000106430006745
9.43426695E14, 1.027484299676731, 1.0000099164079932
9.43426755E14, 1.0274866884514486, 1.0000091527031876
9.43426815E14, 1.027488881644511, 1.000008355123896
9.43426874999968E14, 1.0274908711899107, 1.0000075270465392
9.43426935000032E14, 1.0274926498843449, 1.0000066719712633
9.43426995000032E14, 1.0274942114119123, 1.0000057935093143
9.43427055E14, 1.0274955503767853, 1.0000048953642446
9.43427115E14, 1.0274966623199118, 1.0000039813184862
9.43427175E14, 1.0274975437379312, 1.0000030552167778
9.43427235E14, 1.0274981920967738, 1.0000021209499153
9.43427295E14, 1.0274986058411644, 1.0000011824383181
9.43427355E14, 1.027498784399988, 1.0000002436154805
9.43427415E14, 1.0274987281874988, 0.99999930841137
9.43427475E14, 1.0274984386003587, 0.9999983807358485
9.43427534999968E14, 1.027497918010537, 0.9999974644621878
9.43427594999968E14, 1.0274971697540811, 0.9999965634107546
9.43427655000032E14, 1.0274961981151125, 0.9999956813323596
9.43427715E14, 1.0274950083093002, 0.9999948218948707
9.43427775E14, 1.0274936064567723, 0.9999939886643249
9.43427835E14, 1.0274919995576097, 0.9999931850924573
9.43427895E14, 1.027490195460652, 0.9999924145018064
9.43427955E14, 1.027488202829369, 0.9999916800720499
9.43428015E14, 1.0274860311043996, 0.9999909848270355
9.43428075E14, 1.0274836904629328, 0.9999903316225751
9.43428135E14, 1.0274811917751352, 0.9999897231350543
9.43428195E14, 1.027478546557834, 0.99998916185091
9.43428254999968E14, 1.0274757669256867, 0.9999886500570169
9.43428315000032E14, 1.0274728655380694, 0.9999881898317263
9.43428375E14, 1.0274698555537825, 0.9999877830383661
9.43428435E14, 1.0274667505643884, 0.999987431316673
9.43428495E14, 1.02746356454541, 0.9999871360783462
9.43428555E14, 1.0274603117965964, 0.9999868985020023
9.43428615E14, 1.0274570068830489, 0.9999867195294475
9.43428675E14, 1.027453664575542, 0.9999865998629301
9.43428735E14, 1.027450299790273, 0.9999865399633538
9.43428795E14, 1.0274469275282951, 0.9999865400494272
9.43428855E14, 1.0274435628148466, 0.9999866000977253
9.43428914999968E14, 1.0274402206388156, 0.9999867198436289
9.43428975000032E14, 1.0274369158903405, 0.9999868987832521
9.43429035E14, 1.0274336633100176, 0.9999871361755254
9.43429095E14, 1.0274304774166956, 0.9999874310463007
9.43429155E14, 1.0274273724584368, 0.9999877821920476
9.43429215E14, 1.0274243623534736, 0.9999881881848115
9.43429275E14, 1.0274214606347019, 0.999988647377768
9.43429335E14, 1.0274186803956584, 0.9999891579114509
9.43429395E14, 1.027416034238135, 0.9999897177206325
9.43429455E14, 1.027413534221609, 0.9999903245418429
9.43429515E14, 1.027411191814632, 0.999990975921515
9.43429574999968E14, 1.027409017848343, 0.9999916692247468
9.43429635000032E14, 1.0274070224709766, 0.9999924016451797
9.43429695000032E14, 1.027405215111307, 0.9999931702129884
9.43429755E14, 1.0274036044313979, 0.9999939718084204
9.43429815E14, 1.0274021982956005, 0.9999948031710464
9.43429875E14, 1.0274010037355403, 0.9999956609120326
9.43429935E14, 1.0274000269195398, 0.9999965415265311
9.43429995E14, 1.0273992731252093, 0.9999974414066581
9.43430055E14, 1.0273987467153556, 0.9999983568550497
9.43430115E14, 1.0273984511173526, 0.9999992840989745
9.43430175E14, 1.0273983888061036, 1.000000219304982
9.43430234999968E14, 1.0273985612907346, 1.00000115859405
9.43430294999968E14, 1.0273989691051266, 1.0000020980571953
9.43430355000032E14, 1.0273996118029165, 1.0000030337721182
9.43430415E14, 1.027400487954155, 1.0000039618170684
9.43430475E14, 1.0274015951505664, 1.0000048782912696
9.43430535E14, 1.0274029300108438, 1.0000057793292687
9.43430595E14, 1.0274044881921032, 1.0000066611185487
9.43430655E14, 1.0274062644052382, 1.000007519916541
9.43430715E14, 1.027408252434524, 1.000008352067566
9.43430775E14, 1.027410445161444, 1.000009154019594
9.43430835E14, 1.0274128345926776, 1.0000099223407197
9.43430895E14, 1.0274154118921657, 1.0000106537352387
9.43430954999968E14, 1.0274181674171416, 1.0000113450592107
9.43431015000032E14, 1.0274210907600003, 1.0000119933358236
9.43431075E14, 1.02742417078385, 1.0000125957678971
9.43431135E14, 1.0274273956812598, 1.000013149753877
9.43431195E14, 1.0274307530167253, 1.0000136528985228
9.43431255E14, 1.027434229781787, 1.0000141030248006
9.43431315E14, 1.0274378124509682, 1.000014498184234
