wavelength(nm), irradiance (watts/m^2/nm)
176.455, 0.001269293527694649
176.46, 0.001261644853860471
176.465, 0.0012497163795330106
176.47, 0.0012344869136518657
176.475, 0.001216935265156635
176.48, 0.0011980402429869173
176.485, 0.001178780656082203
176.49, 0.0011601353133823134
176.495, 0.0011430830238267384
176.5, 0.0011286025963550765
176.505, 0.00111740154612527
176.51, 0.0011091022131686351
176.515, 0.001103055643734832
176.52, 0.001098612884073499
176.525, 0.0010951249804343431
176.53, 0.001091942979066995
176.535, 0.0010884179262211156
176.54, 0.0010839008681463634
176.545, 0.0010777428510924
176.55, 0.001069296776496485
176.555, 0.001058308845579178
176.56, 0.0010454027633223643
176.565, 0.0010313209667179753
176.57, 0.0010168058927579441
176.575, 0.0010025999784342029
176.58, 9.894456607386136E-4
176.585, 9.78085376663262E-4
176.59, 9.692615632000024E-4
176.595, 9.637166573407662E-4
176.6, 9.621836797639338E-4
176.605, 9.650295919585261E-4
176.61, 9.721458315792025E-4
176.615, 9.833920562222482E-4
176.62, 9.986279234840576E-4
176.625, 0.0010177130909609982
176.63, 0.0010405072162494357
176.635, 0.001066869956945737
176.64, 0.0010966609706462686
176.645, 0.0011297399149475939
176.65, 0.0011659086309926481
176.655, 0.0012045416602015694
176.66, 0.0012448220269935778
176.665, 0.0012859318524058147
176.67, 0.0013270532574754224
176.675, 0.001367368363239767
176.68, 0.0014060592907355278
176.685, 0.0014423081610000783
176.69, 0.0014752970950705603
176.695, 0.0015042096317429378
176.7, 0.001528529874683533
176.705, 0.0015484125274817843
176.71, 0.001564103030291439
176.715, 0.0015758468232665967
176.72, 0.0015838893465612298
176.725, 0.001588476040329312
176.73, 0.0015898523447248165
176.735, 0.0015882636999016981
176.74, 0.0015839555460139502
176.745, 0.001577175329299848
176.75, 0.001568200512962789
176.755, 0.00155733166732536
176.76, 0.0015448699571054992
176.765, 0.0015311165470211416
176.77, 0.0015163726017901398
176.775, 0.001500939286130598
176.78, 0.0014851177647603718
176.785, 0.0014692092023973983
176.79, 0.001453514763759615
176.795, 0.0014382986437718507
176.8, 0.0014236771581864326
176.805, 0.0014097296529628272
176.81, 0.00139653547406025
176.815, 0.001384173967438003
176.82, 0.001372724479055386
176.825, 0.0013622663548717
176.83, 0.0013528789408461955
176.835, 0.0013446415829382807
176.84, 0.0013376231922387224
176.845, 0.0013317365432878004
176.85, 0.001326774216400006
176.855, 0.0013225257000769478
176.86, 0.001318780482820214
176.865, 0.0013153280531314558
176.87, 0.0013119578995122595
176.875, 0.0013084595104642333
176.88, 0.001304622374488987
176.885, 0.001300236535541521
176.89, 0.001295209793695984
176.895, 0.001289712678481005
176.9, 0.0012839512684424093
176.905, 0.0012781316421259284
176.91, 0.0012724598780773247
176.915, 0.0012671420548423594
176.92, 0.001262384250966794
176.925, 0.0012583925449963717
176.93, 0.001255373015476899
176.935, 0.001253542204361009
176.94, 0.001253193984717945
176.945, 0.001254656889652292
176.95, 0.0012582596157593672
176.955, 0.0012643308596345308
176.96, 0.0012731993178730324
176.965, 0.0012851936870702171
176.97, 0.0013006426638214024
176.975, 0.0013198749447219055
176.98, 0.001343199621142494
176.985, 0.0013701636313497047
176.99, 0.0013993238497698012
176.995, 0.0014291709831966465
177.0, 0.0014581957384239592
177.005, 0.0014848888222454574
177.01, 0.0015077409414548605
177.015, 0.0015252428028458868
177.02, 0.0015358851132122933
177.025, 0.0015381585793476703
177.03, 0.001531142656982858
177.035, 0.001516271797596773
177.04, 0.001495569201605373
177.045, 0.0014710580694246146
177.05, 0.0014447616014703043
177.055, 0.0014187029981587078
177.06, 0.0013949054599056352
177.065, 0.001375392187127044
177.07, 0.0013621863802388905
177.075, 0.0013570515526310136
177.08, 0.0013598319682658678
177.085, 0.0013695116778318119
177.09, 0.0013850706744074496
177.095, 0.001405488951071392
177.1, 0.0014297465009022496
177.105, 0.0014568233169786338
177.11, 0.0014856993923793214
177.115, 0.0015153547201825909
177.12, 0.0015447780558830138
177.125, 0.0015730892666780993
177.13, 0.0015995091498140286
177.135, 0.0016232610988083302
177.14, 0.0016435685071785327
177.145, 0.0016596547684422434
177.15, 0.0016707432761168045
177.155, 0.0016760574237198486
177.16, 0.001674820604768905
177.165, 0.0016662849941867252
177.17, 0.0016508216440241006
177.175, 0.0016302550672954654
177.18, 0.0016065069142582559
177.185, 0.0015814988351695583
177.19, 0.001557152480286566
177.195, 0.0015353894998664695
177.2, 0.0015181315441664613
177.205, 0.001507300263443694
177.21, 0.0015048127329118208
177.215, 0.0015116161185261174
177.22, 0.0015264935905857642
177.225, 0.001547935516595025
177.23, 0.001574432264058164
177.235, 0.0016044742004796236
177.24, 0.001636551693363319
177.245, 0.0016691551102136768
177.25, 0.001700774818534961
177.255, 0.0017299033323031417
177.26, 0.0017554882174957791
177.265, 0.001777492321207187
177.27, 0.0017960158647209322
177.275, 0.0018111590693202782
177.28, 0.0018230221562888101
177.285, 0.0018317053469100017
177.29, 0.0018373088624673236
177.295, 0.0018399329242442483
177.3, 0.0018396778743128323
177.305, 0.0018366696619270273
177.31, 0.001831091369345649
177.315, 0.0018231338092975086
177.32, 0.0018129877945114179
177.325, 0.0018008441377161879
177.33, 0.001786893651640546
177.335, 0.0017713271490134624
177.34, 0.0017543354425636753
177.345, 0.0017361098467706512
177.35, 0.0017169480472528633
177.355, 0.0016973850576889288
177.36, 0.0016779880037993177
177.365, 0.0016593240113048334
177.37, 0.0016419602059259445
177.375, 0.0016264637133832315
177.38, 0.0016134016593972737
177.385, 0.0016033411696886512
177.39, 0.0015968470837830157
177.395, 0.0015939995678812382
177.4, 0.0015937974179831833
177.405, 0.001595093113613256
177.41, 0.0015967391342958865
177.415, 0.001597587959555506
177.42, 0.0015964920689165436
177.425, 0.0015923039419033958
177.43, 0.0015838760580405363
177.435, 0.0015700635807881333
177.44, 0.0015502906679860785
177.445, 0.0015252509790855868
177.45, 0.0014958099454260845
177.455, 0.0014628329983468033
177.46, 0.0014271855691875485
177.465, 0.0013897330892875686
177.47, 0.0013513409899862912
177.475, 0.0013128747026231427
177.48, 0.0012751965367347917
177.485, 0.0012390474417754752
177.49, 0.0012050107161607462
177.495, 0.0011736591222212221
177.5, 0.0011455654222877329
177.505, 0.0011213023786911067
177.51, 0.0011014427537621727
177.515, 0.0010865593098317598
177.52, 0.00107722480923066
177.525, 0.0010739594431944763
177.53, 0.0010764967836062141
177.535, 0.0010839648612138006
177.54, 0.001095476130144323
177.545, 0.0011101430445248689
177.55, 0.0011270780584826268
177.555, 0.001145393626144488
177.56, 0.0011642022016376302
177.565, 0.001182616239089141
177.57, 0.0011998357135143546
177.575, 0.0012157074339933054
177.58, 0.0012303681225484292
177.585, 0.001243955868715792
177.59, 0.0012566087620317138
177.595, 0.0012684648920324275
177.6, 0.0012796623482541668
177.605, 0.0012903392202331648
177.61, 0.0013006335975057114
177.615, 0.0013105989716700624
177.62, 0.001319950442573202
177.625, 0.001328318512124192
177.63, 0.0013353336822320974
177.635, 0.001340626454805979
177.64, 0.0013438273317549012
177.645, 0.001344566814987923
177.65, 0.0013424754064140967
177.655, 0.001337185557341238
177.66, 0.0013287429916100067
177.665, 0.0013181154986650352
177.67, 0.0013063956294703065
177.675, 0.00129467593498974
177.68, 0.0012840489661874578
177.685, 0.0012756072740273763
177.69, 0.0012704434094734784
177.695, 0.0012696499234897485
177.7, 0.0012742325231839817
177.705, 0.00128389747426032
177.71, 0.0012973507298569818
177.715, 0.0013132725115993977
177.72, 0.0013303430411129562
177.725, 0.0013472425400230465
177.73, 0.001362651229955057
177.735, 0.0013752493325344382
177.74, 0.0013837170693864285
177.745, 0.001387135890669888
177.75, 0.001386192160677153
177.755, 0.0013819734722339495
177.76, 0.0013755674181660034
177.765, 0.0013680615912990413
177.77, 0.0013605435844587478
177.775, 0.0013541009904709392
177.78, 0.0013498214021612992
177.785, 0.0013487732908386318
177.79, 0.0013512817788414416
177.795, 0.0013567063519037334
177.8, 0.0013643419606399526
177.805, 0.0013734835556644064
177.81, 0.00138342608759153
177.815, 0.001393464507035721
177.82, 0.0014028937646113767
177.825, 0.0014110088109328945
177.83, 0.0014172323911507433
177.835, 0.001421931731908231
177.84, 0.0014258973792494116
177.845, 0.0014299218760079266
177.85, 0.001434797765017415
177.855, 0.001441317589111517
177.86, 0.0014502738911239324
177.865, 0.0014624592138882027
177.87, 0.0014786633200979638
177.875, 0.0014990865827569269
177.88, 0.0015226143686267533
177.885, 0.0015479541155061216
177.89, 0.001573813261193712
177.895, 0.0015988992434883417
177.9, 0.0016219195001883986
177.905, 0.0016415814690927078
177.91, 0.0016565925879999496
177.915, 0.0016658348579076038
177.92, 0.00166948041095429
177.925, 0.0016682796198746398
177.93, 0.0016629855849533018
177.935, 0.0016543514064749157
177.94, 0.0016431301847241126
177.945, 0.0016300750199855247
177.95, 0.0016159390125437842
177.955, 0.0016014732569859357
177.96, 0.0015873508764087376
177.965, 0.0015741437061846596
177.97, 0.0015624168124571726
177.975, 0.0015527352613697453
177.98, 0.0015456641190658485
177.985, 0.0015417684516889393
177.99, 0.0015416133253825354
177.995, 0.0015457638062900748
178.0, 0.0015545428478267796
178.005, 0.0015673049524948855
178.01, 0.0015831625100683792
178.015, 0.0016012279103212485
178.02, 0.0016206135430275926
178.025, 0.0016404317979611743
178.03, 0.001659795064896089
178.035, 0.001677815733606324
178.04, 0.0016936432276904523
178.045, 0.0017069811064927248
178.05, 0.0017179595041517674
178.055, 0.0017267195277910897
178.06, 0.0017334022845343954
178.065, 0.0017381488815053179
178.07, 0.0017411004258274904
178.075, 0.0017423980246245479
178.08, 0.0017421823479725118
178.085, 0.0017405014118547111
178.09, 0.0017371965087363264
178.095, 0.0017320809600356835
178.1, 0.001724968087171107
178.105, 0.001715671211560923
178.11, 0.001704003654623383
178.115, 0.0016897787377769427
178.12, 0.0016728097824398696
178.125, 0.001653046612497189
178.13, 0.0016309850617007315
178.135, 0.0016072574662690281
178.14, 0.0015824961624206102
178.145, 0.0015573334863738654
178.15, 0.0015324017743476152
178.155, 0.001508333362560247
178.16, 0.0014857605872302918
178.165, 0.001465277459860736
178.17, 0.0014471947483537316
178.175, 0.0014316962699911044
178.18, 0.0014189652432312573
178.185, 0.0014091848865323195
178.19, 0.001402538418352517
178.195, 0.0013992090571500757
178.2, 0.0013993800213832205
178.205, 0.0014031960781118536
178.21, 0.00141022664754633
178.215, 0.0014195982467530384
178.22, 0.001430425999791437
178.225, 0.001441825030720984
178.23, 0.0014529104636011364
178.235, 0.001462797422491404
178.24, 0.0014706010314511281
178.245, 0.0014754537698325285
178.25, 0.0014771628039915272
178.255, 0.0014764117425654576
178.26, 0.0014739427683045174
178.265, 0.0014704980639589063
178.27, 0.0014668198122788027
178.275, 0.0014636501960144498
178.28, 0.001461731397916026
178.285, 0.0014618044192399567
178.29, 0.001464359784562724
178.295, 0.0014693291719060323
178.3, 0.0014765686436901432
178.305, 0.001485934262335186
178.31, 0.0014972820902614085
178.315, 0.001510468189889025
178.32, 0.0015253486236382478
178.325, 0.00154177945392929
178.33, 0.001559518411390476
178.335, 0.0015779298994818467
178.34, 0.0015962799898717542
178.345, 0.0016138347542284527
178.35, 0.001629860264220195
178.355, 0.001643622591515237
178.36, 0.0016543878077818824
178.365, 0.0016614219846882601
178.37, 0.0016642166235497653
178.375, 0.001663164944270007
178.38, 0.0016588855963996661
178.385, 0.0016519972294894228
178.39, 0.0016431184930899572
178.395, 0.001632868036751889
178.4, 0.0016218645100260177
178.405, 0.0016107265624629693
178.41, 0.0016000130877898825
178.415, 0.0015900439564397342
178.42, 0.0015810792830219594
178.425, 0.0015733791821459545
178.43, 0.0015672037684212432
178.435, 0.0015628131564572136
178.44, 0.0015604674608633016
178.445, 0.0015604267962489424
178.45, 0.0015628070392749082
178.455, 0.0015671471148073469
178.46, 0.0015728417097636614
178.465, 0.0015792855110613282
178.47, 0.0015858732056178014
178.475, 0.0015919994803505375
178.48, 0.0015970590221769919
178.485, 0.0016004465180146322
178.49, 0.0016017228253467147
178.495, 0.0016011134839199136
178.5, 0.001599010204046722
178.505, 0.0015958046960396304
178.51, 0.001591888670211131
178.515, 0.001587653836873715
178.52, 0.0015834919063398517
178.525, 0.0015797945889220815
178.53, 0.0015769171779443356
178.535, 0.0015750692987764234
178.54, 0.0015744241597996195
178.545, 0.0015751549693951972
178.55, 0.0015774349359444486
178.555, 0.0015814372678286215
178.56, 0.0015873351734289984
178.565, 0.0015953018611268531
178.57, 0.0016053662022548364
178.575, 0.0016169797199511076
178.58, 0.0016294496003052739
178.585, 0.0016420830294067265
178.59, 0.001654187193345071
178.595, 0.0016650692782098425
178.6, 0.0016740364700905783
178.605, 0.0016803969271699769
178.61, 0.0016836648913814707
178.615, 0.0016838144047249205
178.62, 0.0016808817231627345
178.625, 0.001674903102657296
178.63, 0.001665914799170985
178.635, 0.0016539530686661835
178.64, 0.0016390541671052737
178.645, 0.0016212667629784355
178.65, 0.0016011220617985723
178.655, 0.0015797781017376272
178.66, 0.001558434813249324
178.665, 0.001538292126787386
178.67, 0.0015205499728055366
178.675, 0.0015064082817574324
178.68, 0.0014970669840969626
178.685, 0.0014936403843557738
178.69, 0.0014959615695662788
178.695, 0.0015028773429928539
178.7, 0.0015132091372563252
178.705, 0.0015257783849775943
178.71, 0.0015394065187773393
178.715, 0.001552914971276452
178.72, 0.001565125175095759
178.725, 0.0015749973872599878
178.73, 0.001582517863903948
178.735, 0.0015881327170004025
178.74, 0.0015922902276533353
178.745, 0.0015954386769668303
178.75, 0.0015980263460449332
178.755, 0.0016005015159916897
178.76, 0.0016033124679111469
178.765, 0.0016067489679984163
178.77, 0.001610466722812899
178.775, 0.0016139629240049954
178.78, 0.0016167347632251717
178.785, 0.0016182794321238736
178.79, 0.0016180941223515471
178.795, 0.0016156760255586367
178.8, 0.0016105242696366655
178.805, 0.0016025484655935436
178.81, 0.0015925740664843046
178.815, 0.001581550444795337
178.82, 0.0015704269730130289
178.825, 0.001560153023623768
178.83, 0.0015516779691139015
178.835, 0.0015459511819699177
178.84, 0.001543909523591457
178.845, 0.0015460034868829864
178.85, 0.0015520517548709345
178.855, 0.0015618307856641385
178.86, 0.001575117037371519
178.865, 0.0015916869681017612
178.87, 0.001611317035963768
178.875, 0.001633783699066375
178.88, 0.0016588054728524906
178.885, 0.0016856726402496307
178.89, 0.001713483549104419
178.895, 0.00174133564190948
178.9, 0.0017683263611569617
178.905, 0.0017935531493394902
178.91, 0.0018161134489495334
178.915, 0.0018351060846967127
178.92, 0.0018499229113270906
178.925, 0.001860609572300159
178.93, 0.0018673001729730332
178.935, 0.001870128818703021
178.94, 0.001869229614847357
178.945, 0.0018647366667632784
178.95, 0.0018567840798080196
178.955, 0.0018455192036367523
178.96, 0.0018312875618454168
178.965, 0.0018145872327216407
178.97, 0.0017959202187895532
178.975, 0.0017757885225732845
178.98, 0.0017546941465969635
178.985, 0.0017331390933845964
178.99, 0.001711625365460561
178.995, 0.0016907320691703796
179.0, 0.0016713467261457585
179.005, 0.0016544339618399181
179.01, 0.0016409584017060806
179.015, 0.001631884671197466
179.02, 0.0016281773957672922
179.025, 0.0016308012008688262
179.03, 0.0016406906918867892
179.035, 0.0016576134440444454
179.04, 0.001679821019107694
179.045, 0.0017054636611113737
179.05, 0.001732691614090479
179.055, 0.0017596551220795298
179.06, 0.001784504429113517
179.065, 0.001805389779227279
179.07, 0.001820692478695688
179.075, 0.0018305015281613651
179.08, 0.0018356713219370652
179.085, 0.001837059864682971
179.09, 0.00183552516105936
179.095, 0.001831925215726471
179.1, 0.0018271180333445398
179.105, 0.0018219604678709504
179.11, 0.0018170654242578965
179.115, 0.001812501525007456
179.12, 0.0018082637476389296
179.125, 0.0018043470696716463
179.13, 0.0018007464686249362
179.135, 0.0017974569220181283
179.14, 0.0017944734073705522
179.145, 0.0017917816398045345
179.15, 0.0017892287415393682
179.155, 0.0017865551457030664
179.16, 0.001783498541009738
179.165, 0.00177979661617349
179.17, 0.0017751870599084316
179.175, 0.0017694075609286334
179.18, 0.0017621961511929429
179.185, 0.001753363630531205
179.19, 0.0017428831535045504
179.195, 0.0017307498423333061
179.2, 0.001716958819237799
179.205, 0.0017015052064382641
179.21, 0.0016843841261552036
179.215, 0.0016655907006088622
179.22, 0.001645160478212597
179.225, 0.001623427782212633
179.23, 0.0016008608476196077
179.235, 0.0015779285411032962
179.24, 0.0015550997293338642
179.245, 0.0015328432789810877
179.25, 0.0015116280567148714
179.255, 0.001491918846407974
179.26, 0.0014740217131941561
179.265, 0.0014580365409513718
179.27, 0.0014440494341171404
179.275, 0.0014321464971292113
179.28, 0.0014224138344250915
179.285, 0.0014149375504423722
179.29, 0.001409803749618645
179.295, 0.0014069962083649804
179.3, 0.0014060893909863639
179.305, 0.0014065554337612679
179.31, 0.001407866472968147
179.315, 0.001409494644885467
179.32, 0.0014109120857916917
179.325, 0.0014115909319652867
179.33, 0.0014110343607881739
179.335, 0.0014092100165237547
179.34, 0.001406443090960515
179.345, 0.001403067973250929
179.35, 0.001399419052547471
179.355, 0.0013958307180026144
179.36, 0.0013926373587688171
179.365, 0.001390172345664375
179.37, 0.0013885531626536176
179.375, 0.00138741562161647
179.38, 0.0013863303610429979
179.385, 0.0013848680194232675
179.39, 0.001382599235247345
179.395, 0.001379094647005272
179.4, 0.0013739248931871526
179.405, 0.0013668146607652095
179.41, 0.0013586271512752407
179.415, 0.0013507358518502456
179.42, 0.0013445166566307565
179.425, 0.0013413454597572985
179.43, 0.0013425981553704472
179.435, 0.0013496506376107066
179.44, 0.0013638384476707837
179.445, 0.0013849284058966673
179.45, 0.0014106495087691695
179.455, 0.0014385945615703537
179.46, 0.0014663563695817934
179.465, 0.0014915277380855472
179.47, 0.0015117014723635166
179.475, 0.001524470377697606
179.48, 0.0015281858351003826
179.485, 0.0015242335285070344
179.49, 0.0015147577175835094
179.495, 0.0015019026619956992
179.5, 0.0014878126214094962
179.505, 0.0014746318554907946
179.51, 0.0014645046239054873
179.515, 0.0014593416009968728
179.52, 0.001459327119583458
179.525, 0.0014638717611026343
179.53, 0.0014723824572211146
179.535, 0.0014842661396056286
179.54, 0.0014989297399229033
179.545, 0.0015157801898396668
179.55, 0.0015342129145974191
179.555, 0.0015534511692211904
179.56, 0.001572585671763004
179.565, 0.0015907037309635704
179.57, 0.0016068926555636014
179.575, 0.0016202397543038079
179.58, 0.0016298323359249436
179.585, 0.0016347798873785257
179.59, 0.0016350540735657385
179.595, 0.001631746559039118
179.6, 0.0016260238598130522
179.605, 0.0016190524919019278
179.61, 0.0016119989713200944
179.615, 0.0016060298140820252
179.62, 0.0016023084584673405
179.625, 0.0016013458629937267
179.63, 0.001602197217653339
179.635, 0.0016037207374158514
179.64, 0.0016047746372509365
179.645, 0.001604217132128258
179.65, 0.001600906437017491
179.655, 0.0015937007668883113
179.66, 0.001581906727668076
179.665, 0.0015666244891148827
179.67, 0.001549402611944512
179.675, 0.0015317896568726463
179.68, 0.001515334184615275
179.685, 0.0015015847558880776
179.69, 0.0014920899314068358
179.695, 0.001488181216396714
179.7, 0.0014895859403475336
179.705, 0.0014953124364364876
179.71, 0.001504365646348615
179.715, 0.001515750511769046
179.72, 0.0015284719743828886
179.725, 0.0015415349758752526
179.73, 0.0015539818392056306
179.735, 0.0015654142219577057
179.74, 0.0015758643586162194
179.745, 0.0015853755595992608
179.75, 0.0015939911353248523
179.755, 0.0016017543962110164
179.76, 0.001608708652675774
179.765, 0.0016148978925033116
179.77, 0.0016203924360875005
179.775, 0.0016252968108134373
179.78, 0.0016297178301771216
179.785, 0.001633762307674519
179.79, 0.001637537056801595
179.795, 0.0016411488910543163
179.8, 0.0016447039506710635
179.805, 0.0016481656452780257
179.81, 0.0016511789336545715
179.815, 0.0016533456860933682
179.82, 0.0016542677728870814
179.825, 0.0016535470643283799
179.83, 0.001650785430709907
179.835, 0.0016455847423243603
179.84, 0.0016377936399361566
179.845, 0.0016282478461967656
179.85, 0.0016180298542294157
179.855, 0.0016082221571573363
179.86, 0.0015999072481037153
179.865, 0.0015941676201918816
179.87, 0.0015920857665450124
179.875, 0.0015945708929282867
179.88, 0.0016012515032262998
179.885, 0.0016111820869501052
179.89, 0.001623414425995786
179.895, 0.001637000302259507
179.9, 0.0016509914976371913
179.905, 0.0016644397940249983
179.91, 0.0016764299583932713
179.915, 0.0016865403121568332
179.92, 0.0016947291159192064
179.925, 0.0017009644036392792
179.93, 0.001705214209275839
179.935, 0.001707446566787785
179.94, 0.0017076295101339763
179.945, 0.0017057418962502337
179.95, 0.0017021833253018078
179.955, 0.0016978999577905514
179.96, 0.001693874481765646
179.965, 0.0016910895852761962
179.97, 0.00169052795637133
179.975, 0.0016931722831001756
179.98, 0.001699979200324366
179.985, 0.0017108925252417096
179.99, 0.0017245403890812701
179.995, 0.0017394629935644924
180.0, 0.001754200540412771
180.005, 0.0017672932313474992
180.01, 0.0017772812680900715
180.015, 0.0017827337628336995
180.02, 0.001783343722363486
180.025, 0.0017802641322913362
180.03, 0.001774745551071556
180.035, 0.0017680385371584364
180.04, 0.001761393649006268
180.045, 0.0017560614450693418
180.05, 0.001753277439112395
180.055, 0.0017536922825940556
180.06, 0.0017571968701507576
180.065, 0.0017636313205917364
180.07, 0.0017728357527262272
180.075, 0.0017846502853634662
180.08, 0.0017989150373127769
180.085, 0.001815455406835597
180.09, 0.0018335245309043142
180.095, 0.0018516321588357093
180.1, 0.001868238358098295
180.105, 0.001881803196160586
180.11, 0.0018907867404911326
180.115, 0.0018936490585583382
180.12, 0.0018888897485294738
180.125, 0.0018765451644832784
180.13, 0.001858647960782277
180.135, 0.0018373642078970676
180.14, 0.0018148599762982476
180.145, 0.0017933013364562994
180.15, 0.001774854358842076
180.155, 0.0017616490881651025
180.16, 0.0017544150676782502
180.165, 0.0017520625397066266
180.17, 0.0017533801596321475
180.175, 0.0017571565828367539
180.18, 0.0017621804647023117
180.185, 0.0017672404606107542
180.19, 0.0017711428505865177
180.195, 0.0017733790726321072
180.2, 0.0017743306091974117
180.205, 0.0017744384259008306
180.21, 0.0017741434883607678
180.215, 0.0017738867621956268
180.22, 0.001774109213023809
180.225, 0.0017752480302642428
180.23, 0.0017775936035813132
180.235, 0.001781245624566002
180.24, 0.0017862910401360013
180.245, 0.0017928167972090616
180.25, 0.0018009098427029155
180.255, 0.0018106571235352972
180.26, 0.0018221329654945165
180.265, 0.0018349210479625838
180.27, 0.0018479676832857369
180.275, 0.0018601765874981864
180.28, 0.0018704514766343706
180.285, 0.0018776960667286529
180.29, 0.0018808140738153958
180.295, 0.0018787332186221645
180.3, 0.001871314404324641
180.305, 0.0018596307711052946
180.31, 0.0018448364749860326
180.315, 0.0018280856719887879
180.32, 0.0018105325181354956
180.325, 0.0017933311694480888
180.33, 0.0017776255244507588
180.335, 0.001764160721446408
180.34, 0.0017531638951058086
180.345, 0.0017448275610452218
180.35, 0.0017393442348809095
180.355, 0.0017369064322291328
180.36, 0.0017377066687061684
180.365, 0.0017419290329741379
180.37, 0.0017494300158532995
180.375, 0.001759640546980276
180.38, 0.0017719631150214946
180.385, 0.0017858002086433833
180.39, 0.0018005543165123697
180.395, 0.0018156279272949667
180.4, 0.001830429134839845
180.405, 0.001844583934462391
180.41, 0.0018580013831899563
180.415, 0.0018706094555405491
180.42, 0.0018823361260321776
180.425, 0.0018931093691829097
180.43, 0.0019028571595106297
180.435, 0.0019115087572135938
180.44, 0.0019190434033071182
180.445, 0.0019255052656557716
180.45, 0.0019309428512947423
180.455, 0.001935404667259242
180.46, 0.001938939220584408
180.465, 0.0019415950183054554
180.47, 0.0019434207665182356
180.475, 0.0019444729098018528
180.48, 0.0019448179452988658
180.485, 0.001944523041981565
180.49, 0.00194365536882225
180.495, 0.0019422820947932143
180.5, 0.001940470388866753
180.505, 0.0019382845707558208
180.51, 0.0019356781952165475
180.515, 0.0019324609294084155
180.52, 0.0019284328242406103
180.525, 0.0019233939306223878
180.53, 0.001917144299462939
180.535, 0.001909483981671476
180.54, 0.001900225037216832
180.545, 0.0018896463782606774
180.55, 0.0018786333744755736
180.555, 0.0018681119261105042
180.56, 0.0018590079334142597
180.565, 0.0018522472966356926
180.57, 0.0018487559160236557
180.575, 0.0018494365085318031
180.58, 0.0018542905405129256
180.585, 0.0018621487219121066
180.59, 0.0018717635190532054
180.595, 0.0018818873982600639
180.6, 0.0018912728258565251
180.605, 0.001898672268166432
180.61, 0.0019028549011185386
180.615, 0.0019032394865320355
180.62, 0.0019000886212736598
180.625, 0.0018937212971266524
180.63, 0.0018844565058742538
180.635, 0.001872613239299706
180.64, 0.0018585104891862497
180.645, 0.0018424720037608774
180.65, 0.0018250064380054684
180.655, 0.00180686264731597
180.66, 0.001788805540086404
180.665, 0.0017716000247107928
180.67, 0.0017560110095831585
180.675, 0.001742803403097457
180.68, 0.0017327407784228626
180.685, 0.0017265348018564433
180.69, 0.0017248297108328522
180.695, 0.0017282652364023676
180.7, 0.0017374811096152682
180.705, 0.00175311706152194
180.71, 0.001775812823172488
180.715, 0.0018062259728856716
180.72, 0.0018457079015396648
180.725, 0.001896511287067402
180.73, 0.001960949041932703
180.735, 0.0020413340785998945
180.74, 0.002139979309531895
180.745, 0.0022591976471929335
180.75, 0.0024011916821442564
180.755, 0.0025638752409845793
180.76, 0.002739590894232709
180.765, 0.0029203088759862726
180.77, 0.0030979994203438857
180.775, 0.003264632761401117
180.78, 0.0034121791332566223
180.785, 0.0035326897737364264
180.79, 0.003621364940608013
180.795, 0.0036774955799229185
180.8, 0.0037006460253160537
180.805, 0.003690380610422028
180.81, 0.0036462636688759393
180.815, 0.003567859534312664
180.82, 0.0034548247646534
180.825, 0.003310401136950351
180.83, 0.003142487754714322
180.835, 0.0029592949784254343
180.84, 0.002769033168560967
180.845, 0.0025799126855990946
180.85, 0.002400143890017991
180.855, 0.0022378443243895973
180.86, 0.002097523235180195
180.865, 0.0019790025645934346
180.87, 0.0018817909943969634
180.875, 0.0018053972063592843
180.88, 0.0017493298822489046
180.885, 0.0017130977038343285
180.89, 0.0016961705487102856
180.895, 0.0016965097822159623
180.9, 0.0017101171589147136
180.905, 0.001732863469283374
180.91, 0.001760619503798821
180.915, 0.0017892560529379317
180.92, 0.0018146439071775866
180.925, 0.0018327235639462771
180.93, 0.0018421453784133574
180.935, 0.001845079906801331
180.94, 0.0018439329662940235
180.945, 0.0018411103740752595
180.95, 0.0018390179473288637
180.955, 0.001840061503238681
180.96, 0.0018466024168737388
180.965, 0.0018592743760903964
180.97, 0.0018764667419478695
180.975, 0.0018964188833679415
180.98, 0.0019173701692723974
180.985, 0.0019375599685831303
180.99, 0.001955227650221687
180.995, 0.001968649284967262
181.0, 0.0019775277283011245
181.005, 0.001983419279497735
181.01, 0.001988004106599912
181.015, 0.001992962377650472
181.02, 0.0019999742606922814
181.025, 0.002010719923768086
181.03, 0.002026831689080565
181.035, 0.002048081871795762
181.04, 0.002071826572151164
181.045, 0.002095260410673683
181.05, 0.0021155780078903346
181.055, 0.0021299739843277875
181.06, 0.0021356429605130832
181.065, 0.002129836390529355
181.07, 0.0021120151329577703
181.075, 0.0020845101409685627
181.08, 0.0020498441809839903
181.085, 0.0020105400194269335
181.09, 0.0019691204227196835
181.095, 0.0019281081572847115
181.1, 0.0018900018902291934
181.105, 0.001856363427778098
181.11, 0.0018275375607336938
181.115, 0.0018037877447095944
181.12, 0.0017853774353189065
181.125, 0.0017725700881749149
181.13, 0.0017656291588909049
181.135, 0.0017648002546435163
181.14, 0.0017696351246348162
181.145, 0.0017787841720163546
181.15, 0.0017908375614658298
181.155, 0.0018043854576610934
181.16, 0.0018180180252799548
181.165, 0.0018303254290002236
181.17, 0.0018399215388294574
181.175, 0.0018463417694692134
181.18, 0.0018503186547732587
