wavelength(nm), irradiance (watts/m^2/nm)
185.96, 0.0023265023661501786
185.965, 0.002346204035997997
185.97, 0.002367114212309611
185.975, 0.002388600055698527
185.98, 0.0024100287267782546
185.985, 0.002430767386162414
185.99, 0.002450206239309954
185.995, 0.002468080310852536
186.0, 0.0024843900679033925
186.005, 0.0024991428056781798
186.01, 0.0025123458193925517
186.015, 0.002524006404262163
186.02, 0.0025341318555027223
186.025, 0.0025427294683297683
186.03, 0.002549806537959019
186.035, 0.0025553703596061287
186.04, 0.0025594282284867515
186.04500000000002, 0.0025619952870947417
186.05, 0.002563118067036658
186.055, 0.002562850947197297
186.06, 0.0025612483064614356
186.065, 0.0025583645237138505
186.07, 0.002554253977839318
186.075, 0.0025489710477226164
186.08, 0.002542570112248481
186.085, 0.002535105550301764
186.09, 0.0025266317407672064
186.095, 0.0025172059486959115
186.1, 0.002506997638854919
186.105, 0.002496322027410742
186.11, 0.0024855040713411838
186.115, 0.0024748687276242337
186.12, 0.002464740953237696
186.125, 0.002455445705159435
186.13, 0.002447307940367317
186.135, 0.002440652615839206
186.14, 0.002435804688552968
186.145, 0.0024330891154864583
186.15, 0.002432790375523736
186.155, 0.0024348937891365387
186.16, 0.0024392505931107866
186.165, 0.0024457113917621853
186.17000000000002, 0.002454126789406496
186.175, 0.0024643473903593264
186.18, 0.002476223798936425
186.185, 0.002489606619453498
186.19, 0.0025043464562262514
186.195, 0.0025202939135703906
186.2, 0.002537299685618138
186.205, 0.0025552335076031514
186.21, 0.0025740075979707195
186.215, 0.002593539923423439
186.22, 0.002613748450663806
186.225, 0.0026345511463943217
186.23, 0.002655865977317484
186.235, 0.0026776109101359132
186.24, 0.0026997039115518612
186.245, 0.002722062948267947
186.25, 0.00274460598698667
186.255, 0.0027672335439746978
186.26, 0.0027895850252736593
186.265, 0.0028110988337569018
186.27, 0.002831208201798377
186.275, 0.0028493463617716938
186.28, 0.0028649465460508137
186.285, 0.0028774419870095775
186.29, 0.0028862659170218264
186.29500000000002, 0.0028908515684614154
186.3, 0.002890632173702132
186.305, 0.0028850409651178543
186.31, 0.0028737403548687187
186.315, 0.0028573094742600368
186.32, 0.002836556634383412
186.325, 0.002812290146330452
186.33, 0.0027853183211926
186.335, 0.002756449470061771
186.34, 0.0027264919040294257
186.345, 0.002696253934187168
186.35, 0.0026665438716266033
186.355, 0.0026381700274393355
186.36, 0.002611930476054847
186.365, 0.0025882253416684604
186.37, 0.0025669377970448932
186.375, 0.002547916466214823
186.38, 0.0025310099732089304
186.385, 0.002516066942057893
186.39, 0.0025029359967923904
186.395, 0.0024914657614430406
186.4, 0.0024815048600406527
186.405, 0.0024729019166158353
186.41, 0.0024655055551992683
186.415, 0.0024591838687492026
186.42000000000002, 0.002453948837766708
186.425, 0.002449876933575526
186.43, 0.0024470449317013
186.435, 0.0024455296076697033
186.44, 0.0024454077370064126
186.445, 0.0024467560952371016
186.45, 0.0024496514578874464
186.455, 0.0024541706004831522
186.46, 0.002460390298549843
186.465, 0.002468386395748328
186.47, 0.0024780371803833794
186.475, 0.0024887801686682806
186.48, 0.002499993237463554
186.485, 0.0025110542636297864
186.49, 0.0025213411240273724
186.495, 0.0025302316955168997
186.5, 0.0025371038549588934
186.505, 0.0025413354792138765
186.51, 0.002542304445142373
186.515, 0.002539388629604906
186.52, 0.0025320230226272195
186.525, 0.0025204971964118642
186.53, 0.002505758582213124
186.535, 0.0024887715337046494
186.54, 0.002470500404560092
186.54500000000002, 0.002451909548452999
186.55, 0.0024339633190572363
186.555, 0.0024176260700463498
186.56, 0.002403862155093991
186.565, 0.0023936359278738115
186.57, 0.002387911742059461
186.575, 0.002387540334438651
186.58, 0.002392532742001469
186.585, 0.0024025236458032223
186.59, 0.0024171459516354435
186.595, 0.002436032565289654
186.6, 0.002458816392557373
186.605, 0.0024851303392301213
186.61, 0.0025146073110995965
186.615, 0.0025468802139569815
186.62, 0.0025815819535939554
186.625, 0.0026183454358020396
186.63, 0.0026567678933293645
186.635, 0.0026963038667505027
186.64, 0.0027363722235966377
186.645, 0.0027763918313991804
186.65, 0.0028157815576888546
186.655, 0.002853960269997074
186.66, 0.0028903468358550213
186.665, 0.0029243601227938788
186.67000000000002, 0.0029554189983449987
186.675, 0.0029829423300392066
186.68, 0.0030063506744627037
186.685, 0.003025422667825688
186.69, 0.003040735869273437
186.695, 0.0030529759374604195
186.7, 0.0030628285310411014
186.705, 0.0030709793086699916
186.71, 0.0030781139290014677
186.715, 0.0030849180506900466
186.72, 0.003092077332390196
186.725, 0.0031002774327563805
186.73, 0.003110204010443068
186.735, 0.003122527191943758
186.74, 0.0031373132909910963
186.745, 0.0031538442471851446
186.75, 0.0031713495790823745
186.755, 0.0031890588052392583
186.76, 0.0032062014442122673
186.765, 0.0032220070145578717
186.77, 0.003235705034832616
186.775, 0.0032465250235928105
186.78, 0.003253696499395014
186.785, 0.003256448980795695
186.79, 0.003254073479312183
186.79500000000002, 0.0032467811233575436
186.8, 0.0032354913491533807
186.805, 0.003221141813057734
186.81, 0.003204670171428669
186.815, 0.0031870140806242535
186.82, 0.003169111197002556
186.825, 0.003151899176921642
186.83, 0.003136315676739497
186.835, 0.0031232983528143706
186.84, 0.003113784861504235
186.845, 0.003108587007718064
186.85, 0.0031075864754988723
186.855, 0.003110248065964545
186.86, 0.0031160346138041214
186.865, 0.0031244089537065278
186.87, 0.003134833920360785
186.875, 0.003146772348455889
186.88, 0.003159687072680835
186.885, 0.0031730409277246196
186.89, 0.0031862967482762404
186.895, 0.003198917369024759
186.9, 0.0032104537595490173
186.905, 0.00322080942898804
186.91, 0.0032299760213707657
186.915, 0.0032379451807261353
186.92000000000002, 0.0032447085510831242
186.925, 0.003250257776470595
186.93, 0.0032545845009175314
186.935, 0.0032576803684528726
186.94, 0.0032595370231055586
186.945, 0.003260146108904531
186.95, 0.003259499220829052
186.955, 0.0032575775553271274
186.96, 0.003254339108350194
186.965, 0.003249738736670415
186.97, 0.003243731297059963
186.975, 0.0032362716462910096
186.98, 0.0032273146411357255
186.985, 0.003216815138366219
186.99, 0.0032047279947547804
186.995, 0.0031910080670735255
187.0, 0.0031756102120946267
187.005, 0.0031584993157500077
187.01, 0.003140030147556973
187.015, 0.0031210639496003245
187.02, 0.0031024958123789274
187.025, 0.003085220826391966
187.03, 0.0030701340821383005
187.035, 0.003058130670116898
187.04, 0.0030501056808267257
187.04500000000002, 0.00304695420476675
187.05, 0.003049571332435977
187.055, 0.003058852154333345
187.06, 0.003075606399284519
187.065, 0.003099366532559172
187.07, 0.0031286817794123375
187.075, 0.0031620760727514075
187.08, 0.0031980733454839835
187.085, 0.003235197530517041
187.09, 0.0032719725607581692
187.095, 0.0033069223691147617
187.1, 0.003338570888494209
187.105, 0.0033654420518039055
187.11, 0.0033860597919513373
187.115, 0.0033991530909444176
187.12, 0.0034049663718017462
187.125, 0.003404423282688043
187.13, 0.003398450675660227
187.135, 0.0033879754027752174
187.14, 0.0033739243160899363
187.145, 0.003357224267661201
187.15, 0.0033388021095461266
187.155, 0.0033195846938015444
187.16, 0.003300498872484374
187.165, 0.003282471497651535
187.17000000000002, 0.003266218064421
187.175, 0.0032516086401555796
187.18, 0.003238301935278936
187.185, 0.0032259566602148367
187.19, 0.003214231525387044
187.195, 0.0032027852412193263
187.2, 0.0031912765181354445
187.205, 0.003179364066559097
187.21, 0.0031667065969141796
187.215, 0.0031529628196243923
187.22, 0.0031377922775108367
187.225, 0.0031210309816302063
187.23, 0.003102908666979922
187.235, 0.0030837083419869046
187.24, 0.0030637130150784064
187.245, 0.0030432056946813526
187.25, 0.003022469389222777
187.255, 0.003001787107129712
187.26, 0.0029814418568291905
187.265, 0.002961716646748244
187.27, 0.0029428944853138015
187.275, 0.0029252610108091003
187.28, 0.0029092040971685535
187.285, 0.0028952444260540483
187.29, 0.0028839115548914248
187.29500000000002, 0.0028757350411064892
187.3, 0.0028712444421251783
187.305, 0.0028709693153732784
187.31, 0.002875439218276629
187.315, 0.0028851837082610743
187.32, 0.0029007323427524528
187.325, 0.00292261467917661
187.33, 0.0029512982428115155
187.335, 0.0029863223742008205
187.34, 0.0030265118954425716
187.345, 0.0030706732487389473
187.35, 0.0031176128762921335
187.355, 0.003166137220304311
187.36, 0.0032150527229779418
187.365, 0.0032631658265146446
187.37, 0.003309282973116881
187.375, 0.0033522106049868328
187.38, 0.0033907551643266834
187.385, 0.003423800239311403
187.39, 0.0034507995750710963
187.395, 0.0034714624627708293
187.4, 0.0034854993989811554
187.405, 0.0034926208802730017
187.41, 0.0034925374032171597
187.415, 0.003484959464384419
187.42000000000002, 0.003469597560345461
187.425, 0.0034461621876712488
187.43, 0.00341436384293251
187.435, 0.0033739130227000338
187.44, 0.003324961375917766
187.445, 0.003269425161022262
187.45, 0.0032096617888232337
187.455, 0.003148028670130039
187.46, 0.003086883215753102
187.465, 0.0030285828365017847
187.47, 0.002975484943185799
187.475, 0.0029299469466148548
187.48, 0.002894326257598661
187.485, 0.0028709802869468382
187.49, 0.00286221370209844
187.495, 0.002868280771947142
187.5, 0.002886772225154807
187.505, 0.0029151007815064046
187.51, 0.002950679160786908
187.515, 0.0029909200827812885
187.52, 0.003033236267274759
187.525, 0.0030750404340517978
187.53, 0.0031137453028976143
187.535, 0.0031467635935971796
187.54, 0.0031715080259354647
187.54500000000002, 0.0031857658867125087
187.55, 0.0031900927470734984
187.555, 0.0031862849314011335
187.56, 0.003176144616687607
187.565, 0.0031614739799251173
187.57, 0.0031440751981058586
187.575, 0.0031257504482220277
187.58, 0.0031083019072657278
187.585, 0.0030935317522293587
187.59, 0.0030832421601050164
187.595, 0.0030792309129376023
187.6, 0.0030823640639463007
187.605, 0.003091428856281584
187.61, 0.0031049312564673834
187.615, 0.0031213772310273807
187.62, 0.0031392727464854856
187.625, 0.00315712376936554
187.63, 0.00317343626619139
187.635, 0.0031867162034868762
187.64, 0.0031954695477758436
187.645, 0.0031982022655821308
187.65, 0.0031935252737251667
187.655, 0.0031816198564108204
187.66, 0.003163876169768573
187.665, 0.0031417154663117984
187.67000000000002, 0.0031165589985537165
187.675, 0.003089828019007994
187.68, 0.0030629437801878664
187.685, 0.0030373275346067033
187.69, 0.0030144005347778773
187.695, 0.00299558403321476
187.7, 0.0029822992824307215
187.705, 0.0029755932517584343
187.71, 0.00297501577780794
187.715, 0.0029797424140084747
187.72, 0.002988948713789325
187.725, 0.0030018102305797824
187.73, 0.0030175025178091376
187.735, 0.0030352011289067845
187.74, 0.003054081617301808
187.745, 0.0030733195364235962
187.75, 0.0030920904397014367
187.755, 0.00310957642741951
187.76, 0.003125214108845829
187.765, 0.003138770709420327
187.77, 0.0031500355502182458
187.775, 0.0031587979523146435
187.78, 0.0031648472367847747
187.785, 0.0031679727247038254
187.79, 0.0031679637371469817
187.79500000000002, 0.0031646095951894005
187.8, 0.003157699619906303
187.805, 0.003147023132372867
187.81, 0.003132458885086647
187.815, 0.0031145465846511558
187.82, 0.003094122179256508
187.825, 0.003072023014458795
187.83, 0.0030490864358139733
187.835, 0.0030261497888783993
187.84, 0.0030040504192080327
187.845, 0.002983625672358964
187.85, 0.0029657128938872825
187.855, 0.0029511494293490777
187.86, 0.0029407705304799994
187.865, 0.0029349675590920176
187.87, 0.002933141499949838
187.875, 0.0029345593333129296
187.88, 0.002938488039440761
187.885, 0.0029441945985927993
187.89, 0.0029509459910285114
187.895, 0.002958009197007407
187.9, 0.002964651196788868
187.905, 0.0029701389706324045
187.91, 0.002973739498797482
187.915, 0.0029747596271702563
187.92000000000002, 0.0029731027095324805
187.925, 0.0029691312926251956
187.93, 0.0029632197352269557
187.935, 0.0029557423961163185
187.94, 0.002947073634071842
187.945, 0.002937587807872081
187.95, 0.002927659276295595
187.955, 0.0029176623981208836
187.96, 0.0029079715321266206
187.965, 0.0028989610370913047
187.97, 0.0028909479933346017
187.975, 0.002884020367340605
187.98, 0.0028782088471345176
187.985, 0.002873544120741517
187.99, 0.002870056876186858
187.995, 0.0028677778014957124
188.0, 0.0028667375846932824
188.005, 0.0028669669138047696
188.01, 0.002868496476855376
188.015, 0.0028713569618703024
188.02, 0.0028755757510132243
188.025, 0.0028810517110797913
188.03, 0.002887516762857201
188.035, 0.0028946916698498796
188.04, 0.0029022971955622555
188.04500000000002, 0.002910054103498801
188.05, 0.0029176831571638535
188.055, 0.002924905120061885
188.06, 0.0029314407556973233
188.065, 0.0029370108275745955
188.07, 0.0029413360991981307
188.075, 0.002944159177431398
188.08, 0.0029453841052132835
188.085, 0.002944987281609484
188.09, 0.002942945446988205
188.095, 0.0029392353417176417
188.1, 0.002933833706165988
188.105, 0.002926717280701441
188.11, 0.002917862805692138
188.115, 0.002907247021506375
188.12, 0.002894846668512302
188.125, 0.002880639681923992
188.13, 0.0028648573042818
188.135, 0.0028482959402266997
188.14, 0.002831828464535899
188.145, 0.0028163277519865216
188.15, 0.0028026666773559574
188.155, 0.002791718115421322
188.16, 0.002784354940959823
188.165, 0.0027814500287486705
188.17000000000002, 0.0027838762535651027
188.175, 0.002792506490186304
188.18, 0.0028080613161766375
188.185, 0.0028301357375118195
188.19, 0.002857820275650039
188.195, 0.00289020307240553
188.2, 0.002926372269592533
188.205, 0.0029654160090255123
188.21, 0.003006422432518258
188.215, 0.0030484796818852212
188.22, 0.003090675898940641
188.225, 0.0031320992254987527
188.23, 0.003171850166686124
188.235, 0.003209509851396329
188.24, 0.003245283755794939
188.245, 0.0032794190822272836
188.25, 0.0033121630330384738
188.255, 0.003343762810573621
188.26, 0.003374465617177833
188.265, 0.003404518655196222
188.27, 0.0034341691269740666
188.275, 0.0034636642348561415
188.28, 0.0034932511811877247
188.285, 0.0035229444401407004
188.29, 0.0035518275731940413
188.29500000000002, 0.003578751413653634
188.3, 0.0036025667948249153
188.305, 0.003622124550013784
188.31, 0.00363627551252599
188.315, 0.003643870515667274
188.32, 0.003643760392743381
188.325, 0.003634795977060055
188.33, 0.0036158281019229026
188.335, 0.003585847889028007
188.34, 0.0035459455900567634
188.345, 0.0034988273711102436
188.35, 0.0034472409652199208
188.355, 0.0033939341054172725
188.36, 0.0033416545247334866
188.365, 0.003293149956200647
188.37, 0.0032511681328499255
188.375, 0.003218456787712799
188.38, 0.0031977636538207455
188.385, 0.0031918289657035834
188.39, 0.003201803275540426
188.395, 0.0032252903442280757
188.4, 0.0032594140285570165
188.405, 0.0033012981853181144
188.41, 0.003348066671302132
188.415, 0.0033968433432998357
188.42000000000002, 0.003444752058102257
188.425, 0.003488916672499601
188.43, 0.0035264610432829114
188.435, 0.0035545090272429535
188.44, 0.003570585444958891
188.445, 0.003575178490008517
188.45, 0.0035701045485186968
188.455, 0.0035571862716754043
188.46, 0.0035382463106648546
188.465, 0.003515107316673056
188.47, 0.003489591940886071
188.475, 0.0034635228344899608
188.48, 0.003438722648670787
188.485, 0.0034170140346145
188.49, 0.003400190725516927
188.495, 0.003388922267693188
188.5, 0.003382417848938775
188.505, 0.0033797890588312778
188.51, 0.003380147486948286
188.515, 0.003382604722867389
188.52, 0.0033862723561662008
188.525, 0.0033902619764222606
188.53, 0.0033936851732131804
188.535, 0.0033956535361165476
188.54, 0.0033952786547099528
188.54500000000002, 0.0033919082965724644
188.55, 0.003385834941289247
188.555, 0.0033775872464469215
188.56, 0.0033676938696321173
188.565, 0.0033566834684314673
188.57, 0.0033450847004316006
188.575, 0.00333342622321915
188.58, 0.003322236694380683
188.585, 0.0033120447715029627
188.59, 0.0033033791121725503
188.595, 0.0032967513904802606
188.6, 0.003292419157097967
188.605, 0.0032904443379864305
188.61, 0.003290883826959513
188.615, 0.0032937945178310624
188.62, 0.003299233304414924
188.625, 0.003307257080524953
188.63, 0.0033179227399749976
188.635, 0.003331287176578911
188.64, 0.0033474072841505453
188.645, 0.0033663297866305614
188.65, 0.003387706054134483
188.655, 0.0034106738781761545
188.66, 0.0034343367269469116
188.665, 0.003457798068638087
188.67000000000002, 0.0034801613714411385
188.675, 0.0035005301035471435
188.68, 0.0035180077331475657
188.685, 0.0035316977284337403
188.69, 0.003540703557597003
188.695, 0.0035441310844814785
188.7, 0.0035415940513234094
188.705, 0.0035338393441300495
188.71, 0.003521767170687557
188.715, 0.003506277738781965
188.72, 0.0034882712561993376
188.725, 0.0034686479307257387
188.73, 0.003448307970147231
188.735, 0.0034281515822497666
188.74, 0.003409078974819642
188.745, 0.003391990355642808
188.75, 0.0033775689892009296
188.755, 0.003365630366758105
188.76, 0.00335577303627403
188.765, 0.0033475955457084065
188.77, 0.003340696443020899
188.775, 0.0033346742761712796
188.78, 0.0033291275931192086
188.785, 0.003323654941824384
188.79, 0.0033178548702465075
188.79500000000002, 0.0033113259263452366
188.8, 0.0033037370390090323
188.805, 0.0032952772961773215
188.81, 0.0032863689226158405
188.815, 0.003277435242792332
188.82, 0.0032688995811745425
188.825, 0.0032611852622302156
188.83, 0.003254715610427066
188.835, 0.0032499139502329137
188.84, 0.003247203606115462
188.845, 0.003247007902542456
188.85, 0.0032497357195960513
188.855, 0.003255579806551775
188.86, 0.003264566534762294
188.865, 0.0032767179957621574
188.87, 0.00329205628108606
188.875, 0.003310603482268657
188.88, 0.0033323816908445983
188.885, 0.003357412998348538
188.89, 0.0033857194963151293
188.895, 0.003417323276279212
188.9, 0.00345223399322135
188.905, 0.0034899778310963584
188.91, 0.0035294529278954933
188.915, 0.0035695154482411682
188.92000000000002, 0.0036090215567560185
188.925, 0.0036468274180620043
188.93, 0.0036817891967817684
188.935, 0.0037127630575377233
188.94, 0.0037386051649522857
188.945, 0.00375817168364787
188.95, 0.00377032206375742
188.955, 0.00377461228364633
188.96, 0.003772152368160857
188.965, 0.0037642626148212894
188.97, 0.0037522633211478787
188.975, 0.003737474784660868
188.98, 0.0037212173028805065
188.985, 0.0037048111733269514
188.99, 0.0036895766935206406
188.995, 0.0036768341609817274
189.0, 0.00366790387323046
189.005, 0.003663720140625809
189.01, 0.0036636733248816464
189.015, 0.0036667678005505677
189.02, 0.003672007942185202
189.025, 0.003678398124338079
189.03, 0.003684942721561823
189.035, 0.0036906461084090267
189.04, 0.0036945126594322853
189.04500000000002, 0.003695546749184191
189.05, 0.003692752752217325
189.055, 0.00368542694157355
189.06, 0.0036740331842517447
189.065, 0.0036593272457400424
189.07, 0.003642064891526575
189.075, 0.0036230018870994757
189.08, 0.003602893997946761
189.085, 0.003582496989556797
189.09, 0.003562566627417601
189.095, 0.0035438586770173094
189.1, 0.003527128903844054
189.105, 0.0035132130417580227
189.11, 0.003503266698107582
189.115, 0.0034985254486133177
189.12, 0.003500224868995625
189.125, 0.00350960053497497
189.13, 0.0035278880222718184
189.135, 0.003556322906606635
189.14, 0.003596140763699886
189.145, 0.003648577169272372
189.15, 0.00371486769904397
189.155, 0.0037954184594053224
189.16, 0.0038873176794264872
189.165, 0.003986824118847434
189.17000000000002, 0.004090196537408731
189.175, 0.004193693694849157
189.18, 0.004293574350909265
189.185, 0.004386097265329026
189.19, 0.004467521197848419
189.195, 0.004534104908207413
189.2, 0.0045821071561459835
189.205, 0.0046087135152503575
189.21, 0.004614816814491041
189.215, 0.004602236696685213
189.22, 0.004572792804649835
189.225, 0.004528304781201872
189.23, 0.004470592269158288
189.235, 0.004401474911335624
189.24, 0.004322772350551642
189.245, 0.004236304229622941
189.25, 0.004143890191366484
189.255, 0.004047353567721053
189.26, 0.0039485324471126865
189.265, 0.0038492686070892394
189.27, 0.003751403825198017
189.275, 0.003656779878987998
189.28, 0.0035672385460064726
189.285, 0.003484621603801297
189.29, 0.0034107708299203265
189.29500000000002, 0.003347528001911089
189.3, 0.003296734897322168
189.305, 0.0032597148004548998
189.31, 0.0032357170226265017
189.315, 0.0032234723819080614
189.32, 0.003221711696370668
189.325, 0.0032291657840854133
189.33, 0.0032445654631234936
189.335, 0.0032666415515558165
189.34, 0.0032941248674535364
189.345, 0.003325746228887745
189.35, 0.00336023645392953
189.355, 0.003396533020180008
189.36, 0.0034344000433606105
189.365, 0.00347380829872215
189.37, 0.0035147285615160758
189.375, 0.003557131606993629
189.38, 0.003600988210406049
189.385, 0.0036462691470045775
189.39, 0.003692945192040455
189.395, 0.0037409871207651963
189.4, 0.0037903642101179053
189.405, 0.0038407280949812003
189.41, 0.0038910217088548612
189.415, 0.003940092093296848
189.42000000000002, 0.003986786289865373
189.425, 0.004029951340117855
189.43, 0.00406843428561253
189.435, 0.004101082167907349
189.44, 0.004126742028560273
189.445, 0.004144260909129258
189.45, 0.004152508059435171
189.455, 0.004151216075519504
189.46, 0.004141239070700805
189.465, 0.00412350611118495
189.47, 0.004098946263177794
189.475, 0.004068488592885194
189.48, 0.004033062166513002
189.485, 0.003993596050266841
189.49, 0.00395101931035302
189.495, 0.003906261012977182
189.5, 0.003860248800096719
189.505, 0.0038138890026920584
189.51, 0.0037680715465113535
189.515, 0.003723685935303215
189.52, 0.0036816216728160233
189.525, 0.003642768262798871
189.53, 0.003608015209000122
189.535, 0.0035782520151683866
189.54, 0.003554368185052275
189.54500000000002, 0.003537253222400321
189.55, 0.003527631833833839
189.555, 0.003525010772203436
189.56, 0.003528350899875015
189.565, 0.003536610504259367
189.57, 0.0035487478727672796
189.575, 0.0035637212928095437
189.58, 0.003580489051797045
189.585, 0.003598009437140376
189.59, 0.0036152407362504196
189.595, 0.003631141236537962
189.6, 0.003644917157828287
189.605, 0.003656766449604661
189.61, 0.003667134993764896
189.615, 0.003676468672206635
189.62, 0.0036852133668277
189.625, 0.003693814959525851
189.63, 0.0037027193321988437
189.635, 0.00371237236674444
189.64, 0.0037232199450603965
189.645, 0.0037357061863469224
189.65, 0.003749901517906794
189.655, 0.003765042611064792
189.66, 0.003780253324497416
189.665, 0.003794657516881163
189.67000000000002, 0.0038073790468925997
189.675, 0.003817541773208074
189.68, 0.003824269554504165
189.685, 0.0038266862494573694
189.69, 0.0038239157167441872
189.695, 0.00381510047874276
189.7, 0.003800108609232605
189.705, 0.003779750698926098
189.71, 0.0037549003285290267
189.715, 0.0037264310787468425
189.72, 0.003695216530285094
189.725, 0.003662130263849335
189.73, 0.003628045860145117
189.735, 0.0035938368998777986
189.74, 0.0035603769637533225
189.745, 0.0035284527617390135
189.75, 0.003498208974754092
189.755, 0.0034695025243980386
189.76, 0.0034421889749150516
189.765, 0.0034161238905493275
189.77, 0.003391162835544927
189.775, 0.0033671613741463303
189.78, 0.003343975070597589
189.785, 0.003321459489142902
189.79, 0.0032994703667447883
189.79500000000002, 0.0032779000566495065
189.8, 0.0032567226078690993
189.805, 0.003235923123387725
189.81, 0.003215486706189667
189.815, 0.0031953984592592083
189.82, 0.003175643485580632
189.825, 0.0031562068881382213
189.83, 0.003137073769916152
189.835, 0.003118229233898923
189.84, 0.0030996814141495406
189.845, 0.003081783057910667
189.85, 0.0030651521963329805
189.855, 0.003050413684590518
189.86, 0.0030381923778572554
189.865, 0.0030291131313073686
189.87, 0.003023800800114818
189.875, 0.0030228802394536387
189.88, 0.003026976304497868
189.885, 0.003036713850421541
189.89, 0.0030524585915266437
189.895, 0.0030735396786270974
189.9, 0.003099027121664396
189.905, 0.0031279909305803825
189.91, 0.003159501115316793
189.915, 0.003192627685815367
189.92000000000002, 0.0032264406520180347
189.925, 0.0032600100238661446
189.93, 0.0032924058113016244
189.935, 0.003322713315115911
189.94, 0.0033506122678825054
189.945, 0.0033765545900847137
189.95, 0.00340104380882358
189.955, 0.0034245834512002787
189.96, 0.003447677044315591
189.965, 0.0034708281152706923
189.97, 0.0034945401911666285
189.975, 0.0035193167991044417
189.98, 0.003545661466185176
189.985, 0.0035739653602664483
189.99, 0.0036037892441707115
189.995, 0.0036343216907264993
190.0, 0.003664749517149009
190.005, 0.0036942595406534366
190.01, 0.0037220385784549792
190.015, 0.003747273447768836
190.02, 0.003769150965810315
190.025, 0.0037868579497943615
190.03, 0.00379958636769503
190.035, 0.003806728423231561
190.04, 0.0038079364334386596
190.04500000000002, 0.0038028800991616717
190.05, 0.003791229121246047
190.055, 0.0037726532005371645
190.06, 0.0037468220378804196
190.065, 0.003713405334121203
190.07, 0.003672072790104907
190.075, 0.003622494106676926
190.08, 0.0035648283442003188
190.085, 0.0035011920011112276
190.09, 0.003434190935362835
190.095, 0.003366431004908631
190.1, 0.003300518067702103
190.105, 0.0032390579816967413
190.11, 0.003184656604845749
190.115, 0.0031399197951032486
190.12, 0.0031074534104223936
190.125, 0.00308969000738206
190.13, 0.0030864690405113006
190.135, 0.003095633789246345
190.14, 0.003114976184467984
190.145, 0.0031422881570571785
190.15, 0.0031753616378943973
190.155, 0.003211988557860564
190.16, 0.003249960847836468
190.165, 0.003287070438702896
190.17000000000002, 0.0033211135588798587
190.175, 0.0033507975150631137
190.18, 0.0033768623499145912
190.185, 0.0034003231485945336
190.19, 0.0034221949962631774
190.195, 0.0034434929780807638
190.2, 0.0034652321792075316
190.205, 0.0034884276848038587
190.21, 0.0035140945800297236
190.215, 0.0035432479500454965
190.22, 0.003576719003857165
190.225, 0.0036139799907682333
190.23, 0.0036538940703212544
190.235, 0.0036953215289941095
190.24, 0.0037371226532639636
190.245, 0.0037781577296086928
190.25, 0.0038172870445059392
190.255, 0.003853370884433347
190.26, 0.003885269535868558
190.265, 0.003911855914087213
190.27, 0.0039324938788871736
190.275, 0.003947185044364809
190.28, 0.003955973646810097
190.285, 0.00395890392251288
190.29, 0.003956020107763004
190.29500000000002, 0.003947366438850243
190.3, 0.003932987152064542
190.305, 0.003912926483695711
190.31, 0.0038872286700335906
190.315, 0.0038563874671969666
190.32, 0.00382269471062038
190.325, 0.003788891755567312
190.33, 0.0037577199573010796
190.335, 0.003731920671085532
190.34, 0.003714235252183962
190.345, 0.0037074050558598528
190.35, 0.0037141714373766853
190.355, 0.0037372757519979383
190.36, 0.003778811217412088
190.365, 0.00383608090953939
190.37, 0.0039042409485826
190.375, 0.003978437327594678
190.38, 0.004053816039628585
190.385, 0.00412552307773728
190.39, 0.004188704434973721
190.395, 0.0042385061043911055
190.4, 0.004270074079041802
190.405, 0.004278878916383241
190.41, 0.004265247619030754
190.415, 0.004233245690699172
190.42000000000002, 0.0041870348023338826
190.425, 0.00413077662488111
190.43, 0.00406863282928631
190.435, 0.004004765086495165
190.44, 0.003943335067453358
190.445, 0.00388850444310657
190.45, 0.0038443734110890286
190.455, 0.003812652394051975
190.46, 0.0037919474124186066
190.465, 0.0037806570141853913
190.47, 0.003777179747349008
190.475, 0.0037799141599061344
190.48, 0.0037872587998534525
190.485, 0.003797612215187706
190.49, 0.0038093729539054482
190.495, 0.00382094158741018
190.5, 0.003831147649340373
190.505, 0.0038397777447362266
190.51, 0.0038467479766711504
190.515, 0.0038519744482185553
190.52, 0.003855373262451866
190.525, 0.0038568605224444555
190.53, 0.0038563523312697594
190.535, 0.0038537647920011873
190.54, 0.003849014007712151
190.54500000000002, 0.0038420543748987597
190.55, 0.003832993463748217
190.555, 0.0038219771378703578
190.56, 0.0038091512608750483
190.565, 0.0037946616963721587
190.57, 0.0037786543079715547
190.575, 0.0037612749592831054
190.58, 0.0037426695139165687
190.585, 0.003722983835482023
190.59, 0.0037024172380856484
190.595, 0.003681564068408766
190.6, 0.0036611957279020666
190.605, 0.003642084453180244
190.61, 0.0036250024808579034
190.615, 0.003610722047549938
190.62, 0.0036000153898709396
190.625, 0.003593654744435601
190.63, 0.003592412347858621
190.635, 0.003597021672552611
190.64, 0.003607636163610148
190.645, 0.003623962759944382
190.65, 0.003645696914778659
190.655, 0.0036725340813365923
190.66, 0.0037041697128417164
190.665, 0.003740299262517565
190.67000000000002, 0.0037806181835879143
190.675, 0.003824821929275838
190.68, 0.003872544626645704
190.685, 0.003922502781710126
190.69, 0.003972706513979176
190.695, 0.004021147772249037
190.7, 0.004065818505315894
190.705, 0.004104710661976129
190.71, 0.0041358161910254754
