microsecondsSinceGpsEpoch, intTime (milli-seconds)
9.434017785100002E14, 250.0
9.434017795100002E14, 250.0
9.434017805100002E14, 250.0
9.434017815100002E14, 250.0
9.434017825100002E14, 250.0
9.434017835100002E14, 250.0
9.434017845100002E14, 250.0
9.434017855100002E14, 250.0
9.434017865100002E14, 250.0
9.434017875100002E14, 250.0
9.434017885100002E14, 250.0
9.434017895100002E14, 250.0
9.434017905100002E14, 250.0
9.434017915100002E14, 250.0
9.434017925100002E14, 250.0
9.434017935100002E14, 250.0
9.434017945100002E14, 250.0
9.434017955100002E14, 250.0
9.434017965100002E14, 250.0
9.434017975100002E14, 250.0
9.434017985100002E14, 250.0
9.434017995100002E14, 250.0
9.434018005100002E14, 250.0
9.434018015100002E14, 250.0
9.434018025100002E14, 250.0
9.434018035100002E14, 250.0
9.434018045100002E14, 250.0
9.434018055100002E14, 250.0
9.434018065100002E14, 250.0
9.434018075100002E14, 250.0
9.434018085100002E14, 250.0
9.434018095100002E14, 250.0
9.434018105100002E14, 250.0
9.434018115100002E14, 250.0
9.434018125100002E14, 250.0
9.434018135100002E14, 250.0
9.434018145100002E14, 250.0
9.434018155100002E14, 250.0
9.434018165100002E14, 250.0
9.434018175100002E14, 250.0
9.434018185100002E14, 250.0
9.434018195100002E14, 250.0
9.434018205100002E14, 250.0
9.434018215100002E14, 250.0
9.434018225100002E14, 250.0
9.434018235100002E14, 250.0
9.434018245100002E14, 250.0
9.434018255100002E14, 250.0
9.434018265100002E14, 250.0
9.434018275100002E14, 250.0
9.434018285100002E14, 250.0
9.434018295100002E14, 250.0
9.434018305100002E14, 250.0
9.434018315100002E14, 250.0
9.434018325100002E14, 250.0
9.434018335100002E14, 250.0
9.434018345100002E14, 250.0
9.434018355100002E14, 250.0
9.434018365100002E14, 250.0
9.434018375100002E14, 250.0
9.434018385100002E14, 250.0
9.434018395100002E14, 250.0
9.434018405100002E14, 250.0
9.434018415100002E14, 250.0
9.434018425100002E14, 250.0
9.434018435100002E14, 250.0
9.434018445100002E14, 250.0
9.434018455100002E14, 250.0
9.434018465100002E14, 250.0
9.434018475100002E14, 250.0
9.434018485100002E14, 250.0
9.434018495100002E14, 250.0
9.434018505100002E14, 250.0
9.434018515100002E14, 250.0
9.434018525100002E14, 250.0
9.434018535100002E14, 250.0
9.434018545100002E14, 250.0
9.434018555100002E14, 250.0
9.434018565100002E14, 250.0
9.434018575100002E14, 250.0
9.434018585100002E14, 250.0
9.434018595100002E14, 250.0
9.434018605100002E14, 250.0
9.434018615100002E14, 250.0
9.434018625100002E14, 250.0
9.434018635100002E14, 250.0
9.434018645100002E14, 250.0
9.434018655100002E14, 250.0
9.434018665100002E14, 250.0
9.434018675100002E14, 250.0
9.434018685100002E14, 250.0
9.434018695100002E14, 250.0
9.434018705100002E14, 250.0
9.434018715100002E14, 250.0
9.434018725100002E14, 250.0
9.434018735100002E14, 250.0
9.434018745100002E14, 250.0
9.434018755100002E14, 250.0
9.434018765100002E14, 250.0
9.434018775100002E14, 250.0
9.434018785100002E14, 250.0
9.434018795100002E14, 250.0
9.434018805100002E14, 250.0
9.434018815100002E14, 250.0
9.434018825100002E14, 250.0
9.434018835100002E14, 250.0
9.434018845100002E14, 250.0
9.434018855100002E14, 250.0
9.434018865100002E14, 250.0
9.434018875100002E14, 250.0
9.434018885100002E14, 250.0
9.434018895100002E14, 250.0
9.434018905100002E14, 250.0
9.434018915100002E14, 250.0
9.434018925100002E14, 250.0
9.434018935100002E14, 250.0
9.434018945100002E14, 250.0
9.434018955100002E14, 250.0
9.434018965100002E14, 250.0
9.434018975100002E14, 250.0
9.434018985100002E14, 250.0
9.434018995100002E14, 250.0
9.434019005100002E14, 250.0
9.434019015100002E14, 250.0
9.434019025100002E14, 250.0
9.434019035100002E14, 250.0
9.434019045100002E14, 250.0
9.434019055100002E14, 250.0
9.434019065100002E14, 250.0
9.434019075100002E14, 250.0
9.434019085100002E14, 250.0
9.434019095100002E14, 250.0
9.434019105100002E14, 250.0
9.434019115100002E14, 250.0
9.434019125100002E14, 250.0
9.434019135100002E14, 250.0
9.434019145100002E14, 250.0
9.434019155100002E14, 250.0
9.434019165100002E14, 250.0
9.434019175100002E14, 250.0
9.434019185100002E14, 250.0
9.434019195100002E14, 250.0
9.434019205100002E14, 250.0
9.434019215100002E14, 250.0
9.434019225100002E14, 250.0
9.434019235100002E14, 250.0
9.434019245100002E14, 250.0
9.434019255100002E14, 250.0
9.434019265100002E14, 250.0
9.434019275100002E14, 250.0
9.434019285100002E14, 250.0
9.434019295100002E14, 250.0
9.434019305100002E14, 250.0
9.434019315100002E14, 250.0
9.434019325100002E14, 250.0
9.434019335100002E14, 250.0
9.434019345100002E14, 250.0
9.434019355100002E14, 250.0
9.434019365100002E14, 250.0
9.434019375100002E14, 250.0
9.434019385100002E14, 250.0
9.434019395100002E14, 250.0
9.434019405100002E14, 250.0
9.434019415100002E14, 250.0
9.434019425100002E14, 250.0
9.434019435100002E14, 250.0
9.434019445100002E14, 250.0
9.434019455100002E14, 250.0
9.434019465100002E14, 250.0
9.434019475100002E14, 250.0
9.434019485100002E14, 250.0
9.434019495100002E14, 250.0
9.434019505100002E14, 250.0
9.434019515100002E14, 250.0
9.434019525100002E14, 250.0
9.434019535100002E14, 250.0
9.434019545100002E14, 250.0
9.434019555100002E14, 250.0
9.434019565100002E14, 250.0
9.434019575100002E14, 250.0
9.434019585100002E14, 250.0
9.434019595100002E14, 250.0
9.434019605100002E14, 250.0
9.434019615100002E14, 250.0
9.434019625100002E14, 250.0
9.434019635100002E14, 250.0
9.434019645100002E14, 250.0
9.434019655100002E14, 250.0
9.434019665100002E14, 250.0
9.434019675100002E14, 250.0
9.434019685100002E14, 250.0
9.434019695100002E14, 250.0
9.434019705100002E14, 250.0
9.434019715100002E14, 250.0
9.434019725100002E14, 250.0
9.434019735100002E14, 250.0
9.434019745100002E14, 250.0
9.434019755100002E14, 250.0
9.434019765100002E14, 250.0
9.434019775100002E14, 250.0
9.434019785100002E14, 250.0
9.434019795100002E14, 250.0
9.434019805100002E14, 250.0
9.434019815100002E14, 250.0
9.434019825100002E14, 250.0
9.434019835100002E14, 250.0
9.434019845100002E14, 250.0
9.434019855100002E14, 250.0
9.434019865100002E14, 250.0
9.434019875100002E14, 250.0
9.434019885100002E14, 250.0
9.434019895100002E14, 250.0
9.434019905100002E14, 250.0
9.434019915100002E14, 250.0
9.434019925100002E14, 250.0
9.434019935100002E14, 250.0
9.434019945100002E14, 250.0
9.434019955100002E14, 250.0
9.434019965100002E14, 250.0
9.434019975100002E14, 250.0
9.434019985100002E14, 250.0
9.434019995100002E14, 250.0
9.434020005100002E14, 250.0
9.434020015100002E14, 250.0
9.434020025100002E14, 250.0
9.434020035100002E14, 250.0
9.434020045100002E14, 250.0
9.434020055100002E14, 250.0
9.434020065100002E14, 250.0
9.434020075100002E14, 250.0
9.434020085100002E14, 250.0
9.434020095100002E14, 250.0
9.434020105100002E14, 250.0
9.434020115100002E14, 250.0
9.434020125100002E14, 250.0
9.434020135100002E14, 250.0
9.434020145100002E14, 250.0
9.434020155100002E14, 250.0
9.434020165100002E14, 250.0
9.434020175100002E14, 250.0
9.434020185100002E14, 250.0
9.434020195100002E14, 250.0
9.434020205100002E14, 250.0
9.434020215100002E14, 250.0
9.434020225100002E14, 250.0
9.434020235100002E14, 250.0
9.434020245100002E14, 250.0
9.434020255100002E14, 250.0
9.434020265100002E14, 250.0
9.434020275100002E14, 250.0
9.434020285100002E14, 250.0
9.434020295100002E14, 250.0
9.434020305100002E14, 250.0
9.434020315100002E14, 250.0
9.434020325100002E14, 250.0
9.434020335100002E14, 250.0
9.434020345100002E14, 250.0
9.434020355100002E14, 250.0
9.434020365100002E14, 250.0
9.434020375100002E14, 250.0
9.434020385100002E14, 250.0
9.434020395100002E14, 250.0
9.434020405100002E14, 250.0
9.434020415100002E14, 250.0
9.434020425100002E14, 250.0
9.434020435100002E14, 250.0
9.434020445100002E14, 250.0
9.434020455100002E14, 250.0
9.434020465100002E14, 250.0
9.434020475100002E14, 250.0
9.434020485100002E14, 250.0
9.434020495100002E14, 250.0
9.434020505100002E14, 250.0
9.434020515100002E14, 250.0
9.434020525100002E14, 250.0
9.434020535100002E14, 250.0
9.434020545100002E14, 250.0
9.434020555100002E14, 250.0
9.434020565100002E14, 250.0
9.434020575100002E14, 250.0
9.434020585100002E14, 250.0
9.434020595100002E14, 250.0
9.434020605100002E14, 250.0
9.434020615100002E14, 250.0
9.434020625100002E14, 250.0
9.434020635100002E14, 250.0
9.434020645100002E14, 250.0
9.434020655100002E14, 250.0
9.434020665100002E14, 250.0
9.434020675100002E14, 250.0
9.434020685100002E14, 250.0
9.434020695100002E14, 250.0
9.434020705100002E14, 250.0
9.434020715100002E14, 250.0
9.434020725100002E14, 250.0
9.434020735100002E14, 250.0
9.434020745100002E14, 250.0
9.434020755100002E14, 250.0
9.434020765100002E14, 250.0
9.434020775100002E14, 250.0
9.434020785100002E14, 250.0
9.434020795100002E14, 250.0
9.434020805100002E14, 250.0
9.434020815100002E14, 250.0
9.434020825100002E14, 250.0
9.434020835100002E14, 250.0
9.434020845100002E14, 250.0
9.434020855100002E14, 250.0
9.434020865100002E14, 250.0
9.434020875100002E14, 250.0
9.434020885100002E14, 250.0
9.434020895100002E14, 250.0
9.434020905100002E14, 250.0
9.434020915100002E14, 250.0
9.434020925100002E14, 250.0
9.434020935100002E14, 250.0
9.434020945100002E14, 250.0
9.434020955100002E14, 250.0
9.434020965100002E14, 250.0
9.434020975100002E14, 250.0
9.434020985100002E14, 250.0
9.434020995100002E14, 250.0
9.434021005100002E14, 250.0
9.434021015100002E14, 250.0
9.434021025100002E14, 250.0
9.434021035100002E14, 250.0
9.434021045100002E14, 250.0
9.434021055100002E14, 250.0
9.434021065100002E14, 250.0
9.434021075100002E14, 250.0
9.434021085100002E14, 250.0
9.434021095100002E14, 250.0
9.434021105100002E14, 250.0
9.434021115100002E14, 250.0
9.434021125100002E14, 250.0
9.434021135100002E14, 250.0
9.434021145100002E14, 250.0
9.434021155100002E14, 250.0
9.434021165100002E14, 250.0
9.434021175100002E14, 250.0
9.434021185100002E14, 250.0
9.434021195100002E14, 250.0
9.434021205100002E14, 250.0
9.434021215100002E14, 250.0
9.434021225100002E14, 250.0
9.434021235100002E14, 250.0
9.434021245100002E14, 250.0
9.434021255100002E14, 250.0
9.434021265100002E14, 250.0
9.434021275100002E14, 250.0
9.434021285100002E14, 250.0
9.434021295100002E14, 250.0
9.434021305100002E14, 250.0
9.434021315100002E14, 250.0
9.434021325100002E14, 250.0
9.434021335100002E14, 250.0
9.434021345100002E14, 250.0
9.434021355100002E14, 250.0
9.434021365100002E14, 250.0
9.434021375100002E14, 250.0
9.434021385100002E14, 250.0
9.434021395100002E14, 250.0
9.434021405100002E14, 250.0
9.434021415100002E14, 250.0
9.434021425100002E14, 250.0
9.434021435100002E14, 250.0
9.434021445100002E14, 250.0
9.434021455100002E14, 250.0
9.434021465100002E14, 250.0
9.434021475100002E14, 250.0
9.434021485100002E14, 250.0
9.434021495100002E14, 250.0
9.434021505100002E14, 250.0
9.434021515100002E14, 250.0
9.434021525100002E14, 250.0
9.434021535100002E14, 250.0
9.434021545100002E14, 250.0
9.434021555100002E14, 250.0
9.434021565100002E14, 250.0
9.434021575100002E14, 250.0
9.434021585100002E14, 250.0
9.434021595100002E14, 250.0
9.434021605100002E14, 250.0
9.434021615100002E14, 250.0
9.434021625100002E14, 250.0
9.434021635100002E14, 250.0
9.434021645100002E14, 250.0
9.434021655100002E14, 250.0
9.434021665100002E14, 250.0
9.434021675100002E14, 250.0
9.434021685100002E14, 250.0
9.434021695100002E14, 250.0
9.434021705100002E14, 250.0
9.434021715100002E14, 250.0
9.434021725100002E14, 250.0
9.434021735100002E14, 250.0
9.434021745100002E14, 250.0
9.434021755100002E14, 250.0
9.434021765100002E14, 250.0
9.434021775100002E14, 250.0
9.434021785100002E14, 250.0
9.434021795100002E14, 250.0
9.434021805100002E14, 250.0
9.434021815100002E14, 250.0
9.434021825100002E14, 250.0
9.434021835100002E14, 250.0
9.434021845100002E14, 250.0
9.434021855100002E14, 250.0
9.434021865100002E14, 250.0
9.434021875100002E14, 250.0
9.434021885100002E14, 250.0
9.434021895100002E14, 250.0
9.434021905100002E14, 250.0
9.434021915100002E14, 250.0
9.434021925100002E14, 250.0
9.434021935100002E14, 250.0
9.434021945100002E14, 250.0
9.434021955100002E14, 250.0
9.434021965100002E14, 250.0
9.434021975100002E14, 250.0
9.434021985100002E14, 250.0
9.434021995100002E14, 250.0
9.434022005100002E14, 250.0
9.434022015100002E14, 250.0
9.434022025100002E14, 250.0
9.434022035100002E14, 250.0
9.434022045100002E14, 250.0
9.434022055100002E14, 250.0
9.434022065100002E14, 250.0
9.434022075100002E14, 250.0
9.434022085100002E14, 250.0
9.434022095100002E14, 250.0
9.434022105100002E14, 250.0
9.434022115100002E14, 250.0
9.434022125100002E14, 250.0
9.434022135100002E14, 250.0
9.434022145100002E14, 250.0
9.434022155100002E14, 250.0
9.434022165100002E14, 250.0
9.434022175100002E14, 250.0
9.434022185100002E14, 250.0
9.434022195100002E14, 250.0
9.434022205100002E14, 250.0
9.434022215100002E14, 250.0
9.434022225100002E14, 250.0
9.434022235100002E14, 250.0
9.434022245100002E14, 250.0
9.434022255100002E14, 250.0
9.434022265100002E14, 250.0
9.434022275100002E14, 250.0
9.434022285100002E14, 250.0
9.434022295100002E14, 250.0
9.434022305100002E14, 250.0
9.434022315100002E14, 250.0
9.434022325100002E14, 250.0
9.434022335100002E14, 250.0
9.434022345100002E14, 250.0
9.434022355100002E14, 250.0
9.434022365100002E14, 250.0
9.434022375100002E14, 250.0
9.434022385100002E14, 250.0
9.434022395100002E14, 250.0
9.434022405100002E14, 250.0
9.434022415100002E14, 250.0
9.434022425100002E14, 250.0
9.434022435100002E14, 250.0
9.434022445100002E14, 250.0
9.434022455100002E14, 250.0
9.434022465100002E14, 250.0
9.434022475100002E14, 250.0
9.434022485100002E14, 250.0
9.434022495100002E14, 250.0
9.434022505100002E14, 250.0
9.434022515100002E14, 250.0
9.434022525100002E14, 250.0
9.434022535100002E14, 250.0
9.434022545100002E14, 250.0
9.434022555100002E14, 250.0
9.434022565100002E14, 250.0
9.434022575100002E14, 250.0
9.434022585100002E14, 250.0
9.434022595100002E14, 250.0
9.434022605100002E14, 250.0
9.434022615100002E14, 250.0
9.434022625100002E14, 250.0
9.434022635100002E14, 250.0
9.434022645100002E14, 250.0
9.434022655100002E14, 250.0
9.434022665100002E14, 250.0
9.434022675100002E14, 250.0
9.434022685100002E14, 250.0
9.434022695100002E14, 250.0
9.434022705100002E14, 250.0
9.434022715100002E14, 250.0
9.434022725100002E14, 250.0
9.434022735100002E14, 250.0
9.434022745100002E14, 250.0
9.434022755100002E14, 250.0
9.434022765100002E14, 250.0
9.434022775100002E14, 250.0
9.434022785100002E14, 250.0
9.434022795100002E14, 250.0
9.434022805100002E14, 250.0
9.434022815100002E14, 250.0
9.434022825100002E14, 250.0
9.434022835100002E14, 250.0
9.434022845100002E14, 250.0
9.434022855100002E14, 250.0
9.434022865100002E14, 250.0
9.434022875100002E14, 250.0
9.434022885100002E14, 250.0
9.434022895100002E14, 250.0
9.434022905100002E14, 250.0
9.434022915100002E14, 250.0
9.434022925100002E14, 250.0
9.434022935100002E14, 250.0
9.434022945100002E14, 250.0
9.434022955100002E14, 250.0
9.434022965100002E14, 250.0
9.434022975100002E14, 250.0
9.434022985100002E14, 250.0
9.434022995100002E14, 250.0
9.434023005100002E14, 250.0
9.434023015100002E14, 250.0
9.434023025100002E14, 250.0
9.434023035100002E14, 250.0
9.434023045100002E14, 250.0
9.434023055100002E14, 250.0
9.434023065100002E14, 250.0
9.434023075100002E14, 250.0
9.434023085100002E14, 250.0
9.434023095100002E14, 250.0
9.434023105100002E14, 250.0
9.434023115100002E14, 250.0
9.434023125100002E14, 250.0
9.434023135100002E14, 250.0
9.434023145100002E14, 250.0
9.434023155100002E14, 250.0
9.434023165100002E14, 250.0
9.434023175100002E14, 250.0
9.434023185100002E14, 250.0
9.434023195100002E14, 250.0
9.434023205100002E14, 250.0
9.434023215100002E14, 250.0
9.434023225100002E14, 250.0
9.434023235100002E14, 250.0
9.434023245100002E14, 250.0
9.434023255100002E14, 250.0
9.434023265100002E14, 250.0
9.434023275100002E14, 250.0
9.434023285100002E14, 250.0
9.434023295100002E14, 250.0
9.434023305100002E14, 250.0
9.434023315100002E14, 250.0
9.434023325100002E14, 250.0
9.434023335100002E14, 250.0
9.434023345100002E14, 250.0
9.434023355100002E14, 250.0
9.434023365100002E14, 250.0
9.434023375100002E14, 250.0
9.434023385100002E14, 250.0
9.434023395100002E14, 250.0
9.434023405100002E14, 250.0
9.434023415100002E14, 250.0
9.434023425100002E14, 250.0
9.434023435100002E14, 250.0
9.434023445100002E14, 250.0
9.434023455100002E14, 250.0
9.434023465100002E14, 250.0
9.434023475100002E14, 250.0
9.434023485100002E14, 250.0
9.434023495100002E14, 250.0
9.434023505100002E14, 250.0
9.434023515100002E14, 250.0
9.434023525100002E14, 250.0
9.434023535100002E14, 250.0
9.434023545100002E14, 250.0
9.434023555100002E14, 250.0
9.434023565100002E14, 250.0
9.434023575100002E14, 250.0
9.434023585100002E14, 250.0
9.434023595100002E14, 250.0
9.434023605100002E14, 250.0
9.434023615100002E14, 250.0
9.434023625100002E14, 250.0
9.434023635100002E14, 250.0
9.434023645100002E14, 250.0
9.434023655100002E14, 250.0
9.434023665100002E14, 250.0
9.434023675100002E14, 250.0
9.434023685100002E14, 250.0
9.434023695100002E14, 250.0
9.434023705100002E14, 250.0
9.434023715100002E14, 250.0
9.434023725100002E14, 250.0
9.434023735100002E14, 250.0
9.434023745100002E14, 250.0
9.434023755100002E14, 250.0
9.434023765100002E14, 250.0
9.434023775100002E14, 250.0
9.434023785100002E14, 250.0
9.434023795100002E14, 250.0
9.434023805100002E14, 250.0
9.434023815100002E14, 250.0
9.434023825100002E14, 250.0
9.434023835100002E14, 250.0
9.434023845100002E14, 250.0
9.434023855100002E14, 250.0
9.434023865100002E14, 250.0
9.434023875100002E14, 250.0
9.434023885100002E14, 250.0
9.434023895100002E14, 250.0
9.434023905100002E14, 250.0
9.434023915100002E14, 250.0
9.434023925100002E14, 250.0
9.434023935100002E14, 250.0
9.434023945100002E14, 250.0
9.434023955100002E14, 250.0
9.434023965100002E14, 250.0
9.434023975100002E14, 250.0
9.434023985100002E14, 250.0
9.434023995100002E14, 250.0
9.434024005100002E14, 250.0
9.434024015100002E14, 250.0
9.434024025100002E14, 250.0
9.434024035100002E14, 250.0
9.434024045100002E14, 250.0
9.434024055100002E14, 250.0
9.434024065100002E14, 250.0
9.434024075100002E14, 250.0
9.434024085100002E14, 250.0
9.434024095100002E14, 250.0
9.434024105100002E14, 250.0
9.434024115100002E14, 250.0
9.434024125100002E14, 250.0
9.434024135100002E14, 250.0
9.434024145100002E14, 250.0
9.434024155100002E14, 250.0
9.434024165100002E14, 250.0
9.434024175100002E14, 250.0
9.434024185100002E14, 250.0
9.434024195100002E14, 250.0
9.434024205100002E14, 250.0
9.434024215100002E14, 250.0
9.434024225100002E14, 250.0
9.434024235100002E14, 250.0
9.434024245100002E14, 250.0
9.434024255100002E14, 250.0
9.434024265100002E14, 250.0
9.434024275100002E14, 250.0
9.434024285100002E14, 250.0
9.434024295100002E14, 250.0
9.434024305100002E14, 250.0
9.434024315100002E14, 250.0
9.434024325100002E14, 250.0
9.434024335100002E14, 250.0
9.434024345100002E14, 250.0
9.434024355100002E14, 250.0
9.434024365100002E14, 250.0
9.434024375100002E14, 250.0
9.434024385100002E14, 250.0
9.434024395100002E14, 250.0
9.434024405100002E14, 250.0
9.434024415100002E14, 250.0
9.434024425100002E14, 250.0
9.434024435100002E14, 250.0
9.434024445100002E14, 250.0
9.434024455100002E14, 250.0
9.434024465100002E14, 250.0
9.434024475100002E14, 250.0
9.434024485100002E14, 250.0
9.434024495100002E14, 250.0
9.434024505100002E14, 250.0
9.434024515100002E14, 250.0
9.434024525100002E14, 250.0
9.434024535100002E14, 250.0
9.434024545100002E14, 250.0
9.434024555100002E14, 250.0
9.434024565100002E14, 250.0
9.434024575100002E14, 250.0
9.434024585100002E14, 250.0
9.434024595100002E14, 250.0
9.434024605100002E14, 250.0
9.434024615100002E14, 250.0
9.434024625100002E14, 250.0
9.434024635100002E14, 250.0
9.434024645100002E14, 250.0
9.434024655100002E14, 250.0
9.434024665100002E14, 250.0
9.434024675100002E14, 250.0
9.434024685100002E14, 250.0
9.434024695100002E14, 250.0
9.434024705100002E14, 250.0
9.434024715100002E14, 250.0
9.434024725100002E14, 250.0
9.434024735100002E14, 250.0
9.434024745100002E14, 250.0
9.434024755100002E14, 250.0
9.434024765100002E14, 250.0
9.434024775100002E14, 250.0
9.434024785100002E14, 250.0
9.434024795100002E14, 250.0
9.434024805100002E14, 250.0
9.434024815100002E14, 250.0
9.434024825100002E14, 250.0
9.434024835100002E14, 250.0
9.434024845100002E14, 250.0
9.434024855100002E14, 250.0
9.434024865100002E14, 250.0
9.434024875100002E14, 250.0
9.434024885100002E14, 250.0
9.434024895100002E14, 250.0
9.434024905100002E14, 250.0
9.434024915100002E14, 250.0
9.434024925100002E14, 250.0
9.434024935100002E14, 250.0
9.434024945100002E14, 250.0
9.434024955100002E14, 250.0
9.434024965100002E14, 250.0
9.434024975100002E14, 250.0
9.434024985100002E14, 250.0
9.434024995100002E14, 250.0
9.434025005100002E14, 250.0
9.434025015100002E14, 250.0
9.434025025100002E14, 250.0
9.434025035100002E14, 250.0
9.434025045100002E14, 250.0
9.434025055100002E14, 250.0
9.434025065100002E14, 250.0
9.434025075100002E14, 250.0
9.434025085100002E14, 250.0
9.434025095100002E14, 250.0
9.434025105100002E14, 250.0
9.434025115100002E14, 250.0
9.434025125100002E14, 250.0
9.434025135100002E14, 250.0
9.434025145100002E14, 250.0
9.434025155100002E14, 250.0
9.434025165100002E14, 250.0
9.434025175100002E14, 250.0
9.434025185100002E14, 250.0
9.434025195100002E14, 250.0
9.434025205100002E14, 250.0
9.434025215100002E14, 250.0
9.434025225100002E14, 250.0
9.434025235100002E14, 250.0
9.434025245100002E14, 250.0
9.434025255100002E14, 250.0
9.434025265100002E14, 250.0
9.434025275100002E14, 250.0
9.434025285100002E14, 250.0
9.434025295100002E14, 250.0
9.434025305100002E14, 250.0
9.434025315100002E14, 250.0
9.434025325100002E14, 250.0
9.434025335100002E14, 250.0
9.434025345100002E14, 250.0
9.434025355100002E14, 250.0
9.434025365100002E14, 250.0
9.434025375100002E14, 250.0
9.434025385100002E14, 250.0
9.434025395100002E14, 250.0
9.434025405100002E14, 250.0
9.434025415100002E14, 250.0
9.434025425100002E14, 250.0
9.434025435100002E14, 250.0
9.434025445100002E14, 250.0
9.434025455100002E14, 250.0
9.434025465100002E14, 250.0
9.434025475100002E14, 250.0
9.434025485100002E14, 250.0
9.434025495100002E14, 250.0
9.434025505100002E14, 250.0
9.434025515100002E14, 250.0
